iteration,boot_raw_d,boot_adj_d
151,-0.5660991981090043,-0.7656589279161877
152,-0.3508109394327884,-0.4226375160895898
153,-0.11132277238063963,-0.18505148755719503
154,-0.2949059036345466,-0.46027835052810434
155,-0.38864175545962815,-0.4888532264400395
156,-0.5641468415817112,-0.7266463091460904
157,-0.947907417509847,-1.0345226996302122
158,-0.5024358734094735,-0.7668350626599755
159,-0.6167222809535358,-0.7791023998035597
160,-0.4250583932926696,-0.573559165961831
161,-0.266076165532312,-0.303254600243716
162,-0.5281678917410482,-0.7894392082410596
163,-0.09161957109407018,-0.2052088236305983
164,-0.6129093562137338,-0.7756514871213817
165,-0.1094652202875754,-0.27319010702474517
166,-0.29092837179239656,-0.42318649353990984
167,-0.5800648348524231,-0.7076734814382752
168,-0.48957700019918454,-0.6446825760959406
169,-0.6415991996144833,-0.7160624398336826
170,-0.5285708374489556,-0.5844842474849881
171,-0.5459637619593605,-0.6880926045623087
172,-0.6211340262750612,-0.7569186256251603
173,-0.16986266735783542,-0.3021580987474519
174,-0.344992591403076,-0.3903543936470703
175,0.03524293291883156,0.017791129422185487
176,-0.28799214118960575,-0.47361174207681467
177,-0.28513936117066463,-0.44776466679658966
178,-0.40293718642086507,-0.5755316110727926
179,-0.4502843937268085,-0.4904714113618235
180,-0.47125242878806933,-0.5865652604765338
181,-0.48707579271339996,-0.5655114843008558
182,-0.29395026892391213,-0.4474260333256177
183,-0.3532676991314235,-0.39448198020729275
184,-0.1660940032281848,-0.24734567082264508
185,0.3177761215633827,0.13128642008447103
186,-0.4636956411816605,-0.6317705911103338
187,-0.30441067745711986,-0.4317763255705712
188,-0.6410119015782427,-0.8299335133662342
189,-0.2091410865460254,-0.2597029284069782
190,-0.08388865254023571,-0.1513381306042882
191,-0.03263437062917581,-0.2116362172731609
192,-0.45427775496135947,-0.490910694807967
193,-0.2073788277935951,-0.2728399037659104
194,-0.590040825251224,-0.722595887951591
195,-0.8514568585904063,-0.988195828150947
196,-0.01762376189993578,-0.23794394387509496
197,-0.2512155542722323,-0.32954885166168624
198,-0.6516068012287544,-0.9027969332235909
199,-0.5918567135714389,-0.642064592968204
200,-0.2750986519493886,-0.48768258343513765
201,-0.15617056759091946,-0.2791948056263707
202,-0.3314649583922006,-0.47197160400574717
203,-0.46328449698041596,-0.519726189051359
204,-0.5204485537599527,-0.5983310387092693
205,-0.17928199065859002,-0.2847002491343281
206,-0.29773658878661863,-0.45540123617963557
207,0.16820430613627288,0.11757240599186715
208,-0.2847469939361834,-0.4175812401798274
209,-0.716542221519649,-0.7985223976061605
210,-0.43903107684262416,-0.5832766654127899
211,-0.80538060919695,-1.114496645586695
212,-0.5394374641514538,-0.6689618182912109
213,-0.4684621177195462,-0.7444443126678051
214,-0.3731033923163181,-0.6245837639304757
215,-0.3720477594867894,-0.4323751752712712
216,-0.24736391871376562,-0.3439927672884919
217,-0.055793401997721155,-0.2705600326285935
218,-0.10973487456260558,-0.21007048921174332
219,-0.30540352790816433,-0.4547858443506077
220,-0.4333428872525854,-0.7522479426647044
221,-0.4037129339148867,-0.48634553991831325
222,-0.2611533530107579,-0.3987899081330633
223,-0.09223052803737052,-0.1880941941236567
224,-0.5130389896348042,-0.5145075413721982
225,-0.4760976652575989,-0.6239308828068129
226,-0.2671192589004008,-0.3255051751050179
227,-0.6318348747912407,-0.7752361638880142
228,-0.41978306309857666,-0.49146088317751585
229,-0.4057923824536748,-0.5018572899450094
230,-0.5013900199534893,-0.5746580659890965
231,-0.7326183505095271,-0.9870005134678452
232,-0.12541737001374442,-0.30384374098215733
233,-0.31289574577836227,-0.48427175034031994
234,-0.2830495630250861,-0.29984346867867656
235,-0.42950012193512205,-0.6123871239132342
236,-0.05895539401471439,-0.16998981560455964
237,-0.11849807383804419,-0.2782946813472586
238,-0.24596380078131297,-0.34662762413696424
239,-0.21411051912631074,-0.46484747502936513
240,-0.16760477381425287,-0.3078115606371861
241,-0.12068214350240396,-0.2117879023824246
242,-0.30937626260474194,-0.483336784242929
243,-0.35861388223295204,-0.4608552225017552
244,0.007965716277872337,-0.022807511366970287
245,-0.2582712498270806,-0.2843013804288824
246,-0.3787388050858393,-0.4634706474343721
247,-0.1553127753090189,-0.3023256668858918
248,-0.5308944763917307,-0.6970292292351733
249,-0.4562788471750916,-0.6982734367783169
250,-0.39611705478255,-0.6164495524347415
251,0.24651748279885247,0.13851567466563308
252,-0.11547228901087435,-0.1833140409074067
253,-0.585240515756918,-0.783412894497165
254,-0.3766968407350519,-0.6014624576705678
255,-0.13515491926705603,-0.16114607536919084
256,-0.3002828715237886,-0.3449723071285017
257,-0.6325646475075295,-0.6978673654248879
258,-0.43696109695746427,-0.5884717527343468
259,-0.395764135249375,-0.568046567529353
260,-0.3047772585956107,-0.4471417029037678
261,-0.2168758237062634,-0.41410930520587214
262,-0.2089112414713645,-0.3581778841718433
263,0.0945968764419783,0.010773558483297908
264,-0.15351972513342932,-0.29289990217887035
265,-0.06534528675165241,-0.1819998455892836
266,-0.4867010127217872,-0.676251108164994
267,-0.39798115482179514,-0.43567000532295136
268,-0.33583526660875357,-0.4054663575751421
269,-0.0020180692899704348,-0.22723714840129133
270,-0.24317681296806948,-0.3198281505707835
271,0.03402009440523298,-0.06203743722617705
272,-0.46782164261328635,-0.6229434932560424
273,0.059705205965896666,0.01721361915090075
274,-0.50834021410729,-0.6252020812558756
275,0.1636397748380587,0.021798681692123453
276,-0.16913157826299263,-0.22706335212825432
277,-0.27207538519148755,-0.46258641304222003
278,-0.24951409160745433,-0.39440787693715484
279,-0.5470857400230585,-0.7596050739183579
280,-0.3792403959879361,-0.5527862996321323
281,-0.4574573338918266,-0.6412187347576019
282,-0.11796248847871012,-0.2559853701262803
283,-0.5209355192666962,-0.7570731583431477
284,-0.4625104332234913,-0.6313277072514457
285,-0.5789817702695215,-0.8554656758553749
286,-0.47749379555565374,-0.48776773792535927
287,-0.3669763482029162,-0.45247847191157403
288,-0.262930412832886,-0.42133677426747657
289,-0.7098514633738093,-0.930433235651826
290,-0.09849987970773262,-0.1573646477334626
291,-0.6462457640418746,-0.7610099531513155
292,-0.45307673682166005,-0.565118631870941
293,0.16567809959529856,0.1307721776535522
294,-0.39126788918865724,-0.5204514014076019
295,-0.2251808035836046,-0.3031153697395648
296,-0.33179539006126424,-0.5269871637761115
297,-0.15902410546713583,-0.32112307618339603
298,-0.31490717746577923,-0.4894355215136655
299,-0.38599894072021745,-0.5955859766986271
300,-0.1474741368636749,-0.23237919846794544
301,-0.14553767882842555,-0.19005195010200837
302,-0.5313406693935009,-0.6188726431420309
303,0.031022686597453396,-0.020619910512221125
304,-0.16711761751191592,-0.3409354411883092
305,-0.22915700471448183,-0.5097168908555176
306,-0.43577719633628803,-0.43401955036983175
307,-0.3516561439474088,-0.5246061292720744
308,-0.06284472805065468,-0.1428678235528602
309,-0.47783371396175806,-0.5839195215583182
310,-0.12450882265518652,-0.18414891854661572
311,-0.18276756527902818,-0.22776093126245403
312,-0.34175492593887674,-0.39917780708995976
313,-0.13297868156300874,-0.284266290841331
314,-0.35442376340179244,-0.45568597136319916
315,-0.35114044776403674,-0.5702619028439994
316,-0.6548548425516654,-0.7352395980314426
317,-0.07536758122685372,-0.13650565412647836
318,-0.0698156056055283,-0.17348549961527857
319,-0.17970486827882404,-0.21812034027832333
320,-0.18204634525534671,-0.19531351212528536
321,-0.325051039393866,-0.4557930298532631
322,-0.42686505737490366,-0.47285109676602677
323,-0.4879239462376971,-0.6376978661347008
324,-0.3868544055338319,-0.42893995809028823
325,-0.19670998419035937,-0.213815059007777
326,-0.4208221106068323,-0.6442676913751911
327,-0.36742068189117977,-0.45345940368449
328,-0.4430444954850073,-0.645494098121697
329,-0.4160324417991944,-0.5971257494952174
330,-0.5457331776763065,-0.5784429853221211
331,0.15659709773327504,0.11868791528141322
332,-0.3729487570486436,-0.5761362181216536
333,-0.4779734161122846,-0.49688591983628816
334,-0.2197627616898246,-0.30489474024691204
335,-0.21516639200934923,-0.2690753909456739
336,-0.08031646297488158,-0.18451354283598917
337,-0.4810284889792669,-0.5995374139877357
338,-0.3811421465973786,-0.5424391196790493
339,-0.5456307668097226,-0.6880121057107502
340,-0.34432682279973875,-0.4117678080579909
341,-0.27644483352315136,-0.3541646430546603
342,-0.30740581566961733,-0.48486210258764945
343,-0.5528715844970382,-0.8417125474514898
344,-0.6639269029313117,-0.7924055670970507
345,-0.05632037170365764,-0.18900250360515397
346,-0.2955959123432094,-0.40118703561752334
347,-0.3661034608195064,-0.46727917994255175
348,-0.24330970047587863,-0.4346785322635834
349,-0.3785467796016397,-0.48520469898846796
350,-0.36801574410738563,-0.5810349379490185
351,-0.20431730411684057,-0.3244371015102566
352,-0.3267544146657237,-0.4472720919856911
353,-0.38187616922027184,-0.5553993319442718
354,-0.4849989648637479,-0.649921000368181
355,-0.38497457186044726,-0.5361722609318272
356,-0.16696314547913924,-0.24209993322226667
357,-0.470305675893586,-0.5986544466721762
358,-0.18341606104784708,-0.36722979441248227
359,-0.24136603561841025,-0.4647441235145666
360,-0.39439208135107745,-0.5431729874841799
361,-0.3579490318348562,-0.7032122414010439
362,-0.2387868834733078,-0.4216876209798234
363,-0.31647464711688733,-0.5675344550132264
364,-0.39510572140847805,-0.6106592112173747
365,-0.0037510199371418355,-0.04361727309036478
366,-0.28169133869661517,-0.6860316819087148
367,-0.42754016980375537,-0.5893749015178206
368,-0.6796822467347082,-0.7750345246186655
369,-0.37218196334818543,-0.409683952414089
370,-0.23315850340482025,-0.29212751463869946
371,-0.11689293451317932,-0.2668144126835674
372,-0.6688340401722963,-0.828983310460519
373,-0.7095322591808906,-0.8937731507305304
374,-0.11650751789255204,-0.16149972425617956
375,-0.043103821047848705,-0.11994449873062832
376,-0.15587338401039874,-0.17367707736065016
377,-0.019544817491385202,-0.08412343521265007
378,-0.4423633921973914,-0.4951254874958718
379,-0.48121546774247353,-0.6564681113603913
380,-0.6084301632709025,-0.6845930095310945
381,-0.4666772122336367,-0.6932606523214819
382,-0.5241061337349078,-0.6595631798393922
383,-0.5279282727985067,-0.6462757362321417
384,-0.33910865404882906,-0.4769680781308398
385,-0.284842697572768,-0.4132234774057878
386,-0.3203732115232225,-0.5516468808589627
387,-0.23011387486042148,-0.4353580716213411
388,-0.03488682207464295,-0.16503520377314757
389,-0.7420645091344682,-0.9955642953406599
390,-0.3188180585921668,-0.5474008223000763
391,-0.15517105883683474,-0.2759226608831857
392,-0.24883429989688283,-0.2957358743054295
393,-0.47783793914488026,-0.6200123354736401
394,-0.23648633584317408,-0.27692174342568027
395,-0.4174859437517225,-0.475646260337305
396,-0.31062455294948454,-0.31606819735780967
397,-0.015021633397856334,-0.15961317097879618
398,-0.18742594310342542,-0.33751966915619386
399,-0.5761939287707658,-0.8585364555976223
400,-0.09100007580236351,-0.2622305900586938
401,-0.03869338067703082,-0.1668953181848751
402,0.19826858651347892,0.040179477280751365
403,-0.0010358072970827546,-0.015323303045020987
404,-0.0650206349999009,-0.1286620199156039
405,-0.09519598903443584,-0.19135773354828514
406,-0.5219701943469053,-0.8717018384566588
407,-0.6084047651650474,-0.7696703959822899
408,-0.03425205992963844,-0.15840886609058796
409,-0.18587433514596427,-0.27549673183056966
410,-0.28746547566100045,-0.4111656101445523
411,0.033965201984677805,-0.10943389254486181
412,-0.15019328434926674,-0.35691109492167405
413,-0.6826665037784724,-0.7914918159173554
414,-0.1846340183264875,-0.3140391249077016
415,-0.2981265576933389,-0.45687077234737306
416,-0.2104848417824596,-0.21785807297511203
417,-0.589114172018331,-0.6842817917942349
418,-0.4525930529913014,-0.7128230166697342
419,0.02535228868205734,-0.11883287682932145
420,-0.4731958484945657,-0.6692020185464934
421,-0.31240881733961395,-0.35652793631354135
422,-0.5482618625441082,-0.736821162383376
423,-0.2729440988377187,-0.5392349639548869
424,-0.38308868451590466,-0.4064237265521185
425,-0.8642801711468553,-1.0710199843942514
426,-0.44654708447778957,-0.5462709165120143
427,-0.30970439612822936,-0.38060930659556924
428,-0.5240456841867059,-0.6419406613814689
429,-0.6988049211650506,-0.7804217769580518
430,-0.15060084611507638,-0.2678295334668054
431,-0.2924217596749979,-0.3619333887091385
432,-0.2543511869045998,-0.47334659930827644
433,-0.1406152470983359,-0.24723962681797088
434,-0.19975989400901414,-0.3326539861764628
435,0.051514483682244525,-0.05867679190029431
436,-0.11254585430802558,-0.14256823988667672
437,-0.09455712954991191,-0.10224851300355847
438,-0.6566053450352066,-0.858342866873417
439,-0.05561294402482054,-0.1088390224333724
440,-0.24219801016536277,-0.28848344223549405
441,-0.482064797478701,-0.5942502423657885
442,-0.46370676316977494,-0.505982327641192
443,-0.4399296587199406,-0.56623233069825
444,-0.14223843845787695,-0.2678267785854559
445,-0.06053030052614289,-0.18515216062345133
446,-0.418435286140166,-0.5404487380548413
447,-0.23491589861681125,-0.2853460308836672
448,0.12534110764956485,0.0709671711976515
449,-0.28511137384048246,-0.4102318267232411
450,-0.4912797513174966,-0.7015057472834109
451,-0.15138341885610027,-0.1957415106944866
452,-0.15409792124365151,-0.29363844018206114
453,-0.09306959870340574,-0.13261878988558168
454,-0.2628155531557739,-0.3726116889377626
455,-0.09367687747807478,-0.2892362074287419
456,-0.1677819656441318,-0.4076134911685764
457,-0.4887613891939838,-0.5334848918311557
458,-0.5237597134969061,-0.7863507577694255
459,-0.6721123160081907,-0.7417318756504652
460,-0.01838826399074336,-0.0484591881450953
461,0.2521783808884784,0.20728199939194897
462,-0.3107029111142453,-0.3989640541808818
463,-0.49329323175251916,-0.6126659168624176
464,-0.19192867524479973,-0.24021106715463247
465,0.029028097571081317,-0.13336891020180608
466,-0.42376804615084473,-0.5303072964439564
467,-0.2215854232406828,-0.40095607463563004
468,-0.3372145401130479,-0.37413282122058417
469,0.034970001798681226,-0.11222299294865946
470,-0.16580437749324042,-0.2538222601820075
471,-0.3434142041471953,-0.46321429915107437
472,-0.25340316453822154,-0.5386550026839243
473,-0.15639833007733833,-0.2496213510465518
474,-0.18215327994957653,-0.34846278946514486
475,-0.12952221236224828,-0.20647406856682732
476,-0.4405321882434001,-0.5398898199890779
477,-0.17160879112706434,-0.3177337032183819
478,-0.29009071389974034,-0.3865565250761945
479,0.00502564161431343,-0.05235824191271541
480,-0.47012907618022926,-0.5816753475364002
481,-0.6901004551617206,-0.948437874230702
482,-0.11486787902178784,-0.2135122804488138
483,-0.18436285602613592,-0.39883253459649154
484,-0.32402650692377166,-0.49469010643325706
485,-0.3156215058377064,-0.38390887681727487
486,-0.13937426803610642,-0.29305933315041993
487,-0.580678953202889,-0.5960724296214328
488,-0.38861638017925276,-0.47266394848928095
489,-0.6683001384010476,-0.8079713048963869
490,-0.5217558544082336,-0.684945722309119
491,-0.5486115902778107,-0.7118908651587295
492,-0.2856407117979126,-0.3246215949398964
493,0.0821833902692964,-0.027915061908143125
494,-0.6378357769873335,-0.6472469278220897
495,-0.5059744229737775,-0.5943197435146579
496,-0.22306154636449455,-0.27852816348455733
497,-0.21880250686464392,-0.3647888436641791
498,-0.5825883255438885,-0.7067201200268921
499,-0.4388971027611993,-0.4731198580503134
500,-0.028831045664781313,-0.09572789583832748
501,-0.31027776381068123,-0.41746747140214224
502,-0.41916791388622066,-0.7402073088999922
503,-0.18834081644481168,-0.39298642247181914
504,-0.23132643127903255,-0.46254432190801764
505,-0.24640864602766546,-0.287652482029684
506,-0.41508269605258546,-0.5511787368820749
507,-0.6640505356662937,-0.9111732294579751
508,-0.3894911511652607,-0.5021221855771978
509,-0.3157268483026175,-0.43630278897848124
510,-0.6209871463231393,-0.6993303119006707
511,-0.24389256833958067,-0.42370878559038416
512,-0.2886854451110607,-0.37296458098133195
513,-0.05559412496997248,-0.11343029244772831
514,-0.08936454281020031,-0.16462898440073065
515,-0.28145934034455117,-0.3781420935299262
516,-0.13144325988798136,-0.25873749689891407
517,-0.24966306975488783,-0.3895137486025137
518,-0.01959608743059283,-0.1536881907550098
519,-0.5743884592102939,-0.8609824445157314
520,-0.2869769523676004,-0.5203218445084937
521,-0.10220422762316067,-0.08911001435347235
522,-0.23710158317312216,-0.37421497215387306
523,-0.3881220529878405,-0.4724954740345924
524,-0.3132231189108828,-0.36822052708313463
525,-0.2973910022856541,-0.4306935119693132
526,-0.4940386394084322,-0.5375022109140408
527,-0.06859881287148586,-0.1833054578667139
528,0.19762056449515397,0.1322074174255944
529,-0.27499020776262123,-0.25634449279604204
530,-0.3426991088593047,-0.4395489261372508
531,-0.328385740528124,-0.3844218064083976
532,-0.25816462838720655,-0.28302919279566213
533,-0.6875854259060582,-0.9778218005714344
534,-0.40584560741054787,-0.5932468731641692
535,-0.41721369023565996,-0.5922223054985806
536,-0.08749392738295153,-0.14750320058011474
537,-0.4622957242291624,-0.522878677806107
538,-0.07110100435967376,-0.16453467838975136
539,-0.277246545568093,-0.3014845663633852
540,-0.4267872801035585,-0.5665897853502353
541,-0.358648218758807,-0.47132571018087516
542,-0.6419755064749052,-0.7567631177959244
543,-0.16349902311223916,-0.34938486613956293
544,-0.2384843058041868,-0.48284470093157683
545,-0.19154470862075085,-0.30354407178072507
546,-0.41212056283456927,-0.49800946211791025
547,-0.27752820210552076,-0.3330567923342706
548,-0.43115043536289693,-0.6075247116061608
549,-0.21894475806392857,-0.2619625129725154
550,-0.17951282787403894,-0.4505703275028161
551,-0.6720591025470478,-0.8452905973975038
552,-0.2934767732694634,-0.4274882381529701
553,-0.22975179465475598,-0.30981606048059684
554,-0.09519510657826706,-0.17093428831844365
555,-0.18020720960886336,-0.33472653730049146
556,-0.49594981058195337,-0.6226934392571645
557,-0.12014444222502257,-0.23027059077324497
558,-0.620239279236309,-0.6406155529241474
559,-0.06343434448370827,-0.1556605549244115
560,0.014008342074645781,-0.11012633617637464
561,-0.6280628434455271,-0.8551314151263671
562,-0.11540354444433427,-0.2651327261638163
563,-0.18252496372500154,-0.3088570044519077
564,-0.25018128962845254,-0.34666323009329475
565,-0.37423718307874926,-0.48425223933939365
566,-0.6383434081722771,-0.7020952062324488
567,-0.3601799002910492,-0.37965639773219906
568,-0.40407328186376335,-0.3837363988114377
569,-0.5452694427496332,-0.6146679317457023
570,-0.4621376510995513,-0.5494823849836007
571,-0.4375394473669274,-0.5462639773289353
572,-0.3139102236186387,-0.39012747028044736
573,-0.13305994234791885,-0.2346132078366504
574,-0.39677047113843533,-0.4531698205793063
575,-0.6273078493656025,-0.8751391538775806
576,-0.07413629900985515,-0.17868827915559393
577,0.002786182036460255,-0.08705302043080458
578,-0.1568373733409676,-0.22178635633783664
579,-0.05866835221188173,-0.15610441531498265
580,-0.2373247083425622,-0.368645771294758
581,-0.24326548780433052,-0.3419706775017552
582,-0.20243740925198897,-0.22473671064940826
583,-0.4828431976416302,-0.5601127282107963
584,-0.1689296999551351,-0.2421298897291521
585,-0.6546975817041477,-0.6448327904222116
586,0.02952718728184308,-0.08892247331822271
587,-0.169184730522516,-0.24426790024676784
588,0.1687481317748568,0.15475522695869587
589,-0.18988073434851807,-0.2933063625343938
590,-0.15078236645172904,-0.3134783196217252
591,-0.34720965083181465,-0.49069288517610954
592,-0.5544528358084985,-0.6511319002933005
593,-0.48669920669429345,-0.5680303350144137
594,-0.49921966527656964,-0.6998894280469864
595,-0.2963083695893014,-0.4409183322984609
596,-0.15633741252893474,-0.1634069230697067
597,-0.5286498254836757,-0.605687549331931
598,-0.16041920043472924,-0.2988709128880799
599,-0.5334448952852577,-0.7384479428091167
600,-0.5796138866867548,-0.8998009491949308
601,-0.34426231181927863,-0.5638600232881402
602,-0.25593762698234535,-0.43828721477153987
603,-0.4809504399867027,-0.5499549705735138
604,-0.8858175260960988,-0.9891534851107815
605,-0.10855327428112446,-0.20052129391782228
606,-0.22964067684810494,-0.3901183663296743
607,-0.3258952602488075,-0.42291244331955663
608,-0.2848628458263381,-0.43633865763317625
609,-0.39564051204563255,-0.47476387372795387
610,-0.29672076330941216,-0.360935378732249
611,-0.5144520990193252,-0.5222427659940011
612,-0.5089539158412743,-0.6508880548884867
613,-0.34913037009685055,-0.38148794580633943
614,-0.5684771140883877,-0.8812687262290694
615,-0.31748920817324583,-0.582975048858915
616,-0.15008461715700538,-0.2018686501228633
617,-0.5483350960011514,-0.663003619440837
618,-0.6944480079084873,-1.0941224569673493
619,-0.28375807507945766,-0.46498182193886123
620,-0.19152921551305996,-0.27054930189068144
621,-0.47627399499636924,-0.6241412617194103
622,-0.28812585583469946,-0.41471263164969796
623,-0.3109524168319952,-0.42711935620848174
624,-0.4970281416150623,-0.6464142504725141
625,-0.2778697431441324,-0.4085568639048716
626,-0.5463554819620098,-0.635530759689236
627,-0.32676213715253927,-0.5237544782361069
628,-0.6936524355425586,-0.8262765572689919
629,-0.22586259977456258,-0.39906208327527215
630,-0.040238812871718745,-0.15669131110559548
631,-0.08139592189784671,-0.13358089558361258
632,-0.5862073106937437,-0.6991726031230023
633,-0.3678021530010996,-0.4557980908847859
634,0.059005342475649494,-0.13803118060948727
635,-0.4592648673135821,-0.5988474189235459
636,-0.33372783384831833,-0.45810810579888067
637,-0.19236316273195098,-0.25619589333505216
638,-0.008215086257620893,-0.07854134980395705
639,-0.15714133557040727,-0.25706228018516
