iteration,boot_raw_d,boot_adj_d
2940,-0.6487441989821173,-0.8122570736137824
2941,-0.04373548694092203,-0.12047253235056718
2942,-0.42733262433820635,-0.6344509254696663
2943,-0.1208568608616996,-0.17953179797457516
2944,-0.39927559057846834,-0.4753654131481482
2945,-0.3224622385572775,-0.5369166074029103
2946,-0.21775749997510715,-0.33247738377255837
2947,-0.15434354215687834,-0.20643893075880435
2948,-0.3607943621642751,-0.5167293540710454
2949,-0.20531010056390792,-0.31381038400919026
2950,-0.33650815281197566,-0.46630806662654556
2951,-0.20812685361159775,-0.40511879609845625
2952,-0.641483610175858,-0.6864871695389567
2953,-0.4244002739017616,-0.45023113914210044
2954,-0.5348814611205931,-0.8191011103700656
2955,-0.191034967530525,-0.33753167922933097
2956,0.058420999463124505,-0.046814957605212135
2957,-0.2349686490595905,-0.29695446392094865
2958,-0.27491629150150315,-0.46149745763853317
2959,-0.3906960797659491,-0.45777528012801566
2960,0.03234869678183322,-0.008618973565254123
2961,-0.06879163896089016,-0.1398786920928246
2962,-0.6048354571179202,-0.8293949224477156
2963,-0.4390734251323038,-0.6251425402520846
2964,0.1656167507318478,0.09175984946145732
2965,-0.35326529820971536,-0.4231274837828701
2966,-0.42678173273655956,-0.7074469983522877
2967,-0.5562027865657966,-0.6225422934895906
2968,-0.20403533149108186,-0.4307577433084589
2969,-0.5030255001931095,-0.645125986667274
2970,-0.3734031750202511,-0.6333961831141606
2971,0.14881751074715174,0.09293280170952782
2972,-0.30446654860882116,-0.47634955438142645
2973,-0.4169341684491204,-0.5717480079421529
2974,-0.1426810557199293,-0.2068683947855455
2975,-0.40066292681534177,-0.6441704499691714
2976,-0.30507106417069785,-0.35763123433538785
2977,-0.14709928225842261,-0.39186684786774034
2978,-0.16134263693008433,-0.291335063059498
2979,-0.25952795331281586,-0.4658817937360329
2980,-0.2897106902406256,-0.34512054035620165
2981,-0.10555864709814965,-0.23461998796294023
2982,-0.5459329254023255,-0.7265633719444677
2983,0.1030440248756007,0.014020332118391935
2984,-0.24312006127676844,-0.3390527009921831
2985,-0.4212129367591461,-0.55619233478896
2986,-0.4869379057098624,-0.5550583075876171
2987,-0.4342546067785979,-0.5511163835118528
2988,-0.4798117029841918,-0.5400253476119554
2989,-0.20164856941056936,-0.41434925826962254
2990,-0.15388040485824497,-0.2949098120047122
2991,-0.3217402123934953,-0.535517909485587
2992,-0.35689768606831757,-0.5138624287691335
2993,-0.2788659161994301,-0.5184573495141964
2994,-0.5112434490780056,-0.7828163070937362
2995,-0.34197665471623806,-0.4813193758828382
2996,-0.16299222858097764,-0.3583056668603907
2997,-0.10690006357802904,-0.17984338232583602
2998,-0.4901845696724356,-0.6972261309307974
2999,-0.3175614054283732,-0.33238456675318123
3000,-0.14200508995514557,-0.27910196157908335
3001,-0.192563188646938,-0.2306024081082243
3002,-0.34981428987462826,-0.5421291211067313
3003,-0.3897038458693254,-0.38266700389075753
3004,-0.3362078786665988,-0.3907141710564584
3005,-0.46409088643243757,-0.5403254274558882
3006,-0.2649612102709467,-0.33683429255159975
3007,-0.415507821767833,-0.4874363730305208
3008,-0.5019994386731601,-0.6996268499578766
3009,-0.34766145812379917,-0.49507653901125276
3010,-0.552298134057996,-0.6240235715610982
3011,-0.3784694511227694,-0.641233955284469
3012,-0.13092541970724286,-0.24876531674476626
3013,-0.17742800990443341,-0.184375027625643
3014,-0.3182789897278039,-0.3210591806385088
3015,-0.5873398235807062,-0.8258230595769795
3016,-0.4551474679403657,-0.6624437025655134
3017,0.04427592455960211,-0.07431477783517114
3018,-0.31806451441936273,-0.5308512256310215
3019,-0.05095226541490231,-0.06936092841417697
3020,0.14074775346874618,0.0333508636500726
3021,-0.3532230580436315,-0.5008638057015654
3022,-0.476039377834176,-0.5556718714513731
3023,-0.19696345540511923,-0.28393032585897154
3024,-0.8382108760619846,-0.9289524536643553
3025,-0.37327422187410997,-0.5393996401021234
3026,-0.453677959301333,-0.6370109321585479
3027,-0.540416423798841,-0.6944053203598837
3028,-0.2936250943879294,-0.42060591109322715
3029,-0.28921252405770004,-0.3908491975862598
3030,-0.35092763362426155,-0.5344305955738817
3031,-0.5147385282777048,-0.5166698262571388
3032,-0.4639824980182159,-0.5760450064651809
3033,-0.404711319356897,-0.46075313398740797
3034,-0.4087637741434468,-0.6570978680041173
3035,-0.19298024123997293,-0.2913041712695885
3036,-0.48038557560346234,-0.7107593742845272
3037,-0.39768563207933144,-0.48336896766410614
3038,-0.12262282792879875,-0.14262639065084795
3039,-0.4522241820901903,-0.5041614529962978
3040,-0.39735903618988055,-0.4477292505536303
3041,-0.31699411644936976,-0.4958828486102668
3042,-0.1162531244671569,-0.20465463598654315
3043,-0.9230927483083756,-0.9729333582021493
3044,-0.48970944432960045,-0.5682326053613925
3045,-0.7043949606945462,-0.792805161434147
3046,-0.2468772871950956,-0.38736913322044925
3047,-0.5249982392605076,-0.6920559723450762
3048,-0.48945530891751615,-0.6578332856388649
3049,-0.43635333108816227,-0.4764777907575286
3050,-0.390178886951388,-0.46499970841915755
3051,-0.3444413595157293,-0.47825717694803166
3052,-0.4540076648723156,-0.562044041461712
3053,-0.4357953641789587,-0.7782559108709538
3054,-0.14972605287352125,-0.3286515836308956
3055,-0.3092276842916257,-0.32983169753706737
3056,-0.43283666780916286,-0.5521387064951063
3057,-0.0473344398147918,-0.1356431836195773
3058,-0.1538243432393218,-0.23662034669948645
3059,-0.42761346204097367,-0.6166844174404974
3060,-0.25251923763438616,-0.5166890804953401
3061,0.015544014021349592,-0.04969672412069437
3062,-0.5194618336287994,-0.6795858633617153
3063,-0.40964018903027155,-0.4912544407570077
3064,-0.44561326263920087,-0.5594045792783103
3065,-0.50788280209314,-0.6631510857454721
3066,-0.4500201385935471,-0.5584315065816914
3067,-0.4099234045484722,-0.5100397256681964
3068,-0.5704214704370539,-0.7017181545060313
3069,-0.13621894147760344,-0.22273747570484298
3070,-0.2631032069122263,-0.33743245513964015
3071,0.20748260876620503,0.14489064310113772
3072,-0.27495366398683785,-0.28916514032037344
3073,-0.15338350805806844,-0.2460364882362492
3074,-0.3127271528633492,-0.4848923578574141
3075,-0.3473815695635461,-0.4113525758533222
3076,-0.24289149074407787,-0.34302688517179797
3077,-0.4846340623846171,-0.6290165185580932
3078,-0.16204357743564274,-0.2871961293872121
3079,-0.5378238938326322,-0.6166287462574983
3080,-0.3056454299952108,-0.46848122825913835
3081,-0.32122870966207207,-0.44277396654906437
3082,-0.13132280084830886,-0.2647645805957303
3083,-0.42475005559859724,-0.4317895218178978
3084,-0.419915960790627,-0.49564610323245184
3085,-0.14127979088395515,-0.2124957413343549
3086,-0.18001828129976988,-0.3785599841976177
3087,-0.14353488302004846,-0.2047824142996335
3088,-0.16855804182069242,-0.31321814363526784
3089,-0.3398076296199304,-0.48530521499121876
3090,-0.17646120967252607,-0.3486163577094894
3091,-0.06274447437561095,-0.20550977331289053
3092,-0.0890847839802289,-0.34843905567812544
3093,0.038957180546367945,-0.0678668736878438
3094,-0.35940886355058715,-0.5913187762458272
3095,-0.27189235614620394,-0.5037278213080781
3096,-0.12931679652547695,-0.3055698331360761
3097,-0.34216056991937044,-0.46228514704647017
3098,-0.8950818974348643,-1.0453593606857936
3099,-0.07889204372581064,-0.20727253903314444
3100,-0.24196235396972401,-0.4538479802077884
3101,-0.709028277510211,-0.9099611991470649
3102,-0.04367464969922389,-0.17474452520022182
3103,-0.46011635190120287,-0.5966497179863642
3104,-0.2547189943608313,-0.3125941721763933
3105,-0.3424970479430115,-0.4747454476985486
3106,-0.1954826940277902,-0.21856102761242857
3107,-0.28727384135749007,-0.4372005510131101
3108,-0.3755472153820987,-0.5259865087223161
3109,-0.24423552559483042,-0.45018866713336864
3110,-0.46143029299801586,-0.5648842025136666
3111,-0.5655086063168651,-0.6661118865158757
3112,0.0026658703118290408,-0.047292152058924286
3113,-0.43474045010865797,-0.5923546102653978
3114,-0.5844919987228363,-0.6965180214934629
3115,-0.1674855868224669,-0.29847731662422783
3116,-0.3122865114739433,-0.48617015531522784
3117,-0.2981733603403116,-0.3346801464691568
3118,-0.5546830826256053,-0.6274478451022254
3119,-0.5891495135593265,-0.749598601592652
3120,-0.37023278529579673,-0.5035876455568928
3121,-0.24708731851103857,-0.43830323469808746
3122,-0.25646865473162705,-0.2987881784460919
3123,-0.12926309817751788,-0.2541671467428179
3124,-0.4777372959285939,-0.5344845025559639
3125,0.2480660312743737,0.16204613502957646
3126,-0.8077570061672533,-0.9786642498190313
3127,-0.21930457989375324,-0.4506834732667216
3128,-0.1238374718494849,-0.3220580254207909
3129,-0.3035419056651013,-0.5189642464931725
3130,-0.23061303395579277,-0.36217121735689833
3131,-0.25610256276561427,-0.43329847716707665
3132,-0.5995054458648647,-0.8827610706936133
3133,-0.10358377195554629,-0.1734034223542442
3134,-0.5116408228159132,-0.6782731547267589
3135,-0.4024922418583967,-0.4825131684168349
3136,-0.25443646685313026,-0.3525099023095524
3137,-0.7085666830013059,-0.8338088968731182
3138,-0.32054032394607596,-0.44244828293969735
3139,-0.3395925869416535,-0.4828374100995956
3140,-0.04437156630109776,-0.07508428122202784
3141,-0.4792011042823368,-0.7372661299818375
3142,-0.5445311286956896,-0.6610669202240745
3143,-0.19149994077538657,-0.4165135143935
3144,-0.32515675300352415,-0.42250809811880063
3145,-0.3035234125061518,-0.4794364237098512
3146,-0.35963763583666986,-0.41033179480392
3147,-0.05133913670409642,-0.1783390683096099
3148,-0.0040883474872478315,-0.1643031278600069
3149,-0.21986867154964726,-0.3009298093330339
3150,-0.057044513052982,-0.26221112223756243
3151,-0.6264903313425706,-0.7370204514916013
3152,-0.5776016977532727,-0.7156100896118393
3153,-0.2575876003503521,-0.499867196610359
3154,-0.14126397785379488,-0.24415163207596427
3155,-0.33558467362535527,-0.4577768571924835
3156,-0.21368524328546967,-0.3380021971644033
3157,-0.32840701813581014,-0.43326566853081727
3158,-0.3748205889943516,-0.5174882066985791
3159,-0.5823815802879709,-0.7150024106383269
3160,-0.4948973444856006,-0.7583945423020207
3161,-0.06626650029817682,-0.216817436119212
3162,-0.7935375810699318,-0.9147251282207178
3163,0.212531049753661,0.16600065303929942
3164,-0.26084775119423326,-0.345227537071595
3165,-0.525184495079752,-0.5924484501305679
3166,-0.21282359264988368,-0.26507552926747885
3167,-0.041110415057672677,-0.17853671851330521
3168,-0.04578482677108401,-0.10868288368605744
3169,-0.257524436841229,-0.36560083552912415
3170,-0.7152665829420528,-1.1706227156990199
3171,0.009457798663901416,-0.15637385848273516
3172,-0.12906773833978458,-0.17672539326970266
3173,-0.611932603559104,-0.8083800505166209
3174,-0.10268380173658821,-0.14499200150690653
3175,-0.2040132979874678,-0.42048561616176144
3176,-0.23484799558819497,-0.36663213096947594
3177,-0.36887130260826584,-0.4419415730043077
3178,-0.6500547130911263,-0.699705809010249
3179,-0.33442613417785033,-0.45848926972915793
3180,-0.4800770614088549,-0.6520493942753853
3181,-0.22329742604115993,-0.32094990497832143
3182,-0.43587496548515636,-0.6069993789213396
3183,0.14084789667589526,0.03165298476385708
3184,-0.1408553893637957,-0.3778512270766023
3185,-0.3134566023394615,-0.5076940292294845
3186,-0.4561266972278927,-0.9167940482433529
3187,-0.3267234024379658,-0.37409723171091364
3188,-0.2400527561340853,-0.28457805582201207
3189,-0.571538225868676,-0.8466853237398988
3190,-0.24961919829327509,-0.34845997140462487
3191,-0.34582363534563076,-0.5004965800863496
3192,0.2693007210506931,0.18672286368124327
3193,-0.21446092898101796,-0.3515951665834042
3194,-0.5047424499831985,-0.5890611415195928
3195,-0.3122115577093422,-0.4357377843616779
3196,-0.08358870464019087,-0.23599037428818384
3197,-0.39097705603630717,-0.5038850806290531
3198,-0.7035136446825706,-0.9388103846800118
3199,-0.009876874960618006,-0.15026422891337216
3200,-0.02322945524511101,-0.0607687067036533
3201,-0.11260311969921558,-0.2652034589765435
3202,-0.43629748293065185,-0.5383954628943377
3203,-0.4414179763604754,-0.5433732280383008
3204,-0.38185219340964954,-0.4606777090296151
3205,-0.1357548779571662,-0.15991174109539988
3206,-0.13313670488027593,-0.26720081475790197
3207,-0.0034090872900486603,-0.020218078579322635
3208,-0.4199618595138699,-0.590332610293673
3209,-0.23662649982335196,-0.29062848191394236
3210,-0.2393861166321444,-0.3166961495492286
3211,-0.5190827433425245,-0.6911225406243126
3212,-0.5333007996493508,-0.6161099920912863
3213,-0.09190537067711128,-0.21145214737358978
3214,-0.3764431020621184,-0.49997003439075366
3215,-0.49765079329066264,-0.5893740223557429
3216,-0.4125834460887742,-0.4739562892164989
3217,-0.39274682504416664,-0.5113571938333484
3218,-0.19110190613426473,-0.32722743673246846
3219,-0.06356381301316798,-0.15768095072443233
3220,-0.34267855315717133,-0.5263550013641978
3221,-0.2768043495967931,-0.4046552873355004
3222,-0.328622031557868,-0.4435596262321415
3223,-0.656876836265966,-0.8101039902157339
3224,-0.1953938985489639,-0.26847162148449355
3225,-0.27507829982135606,-0.3981574022234653
3226,-0.6763812260090561,-0.8556817080495481
3227,-0.03979436515715364,-0.15734878151283815
3228,-0.5452443733590194,-0.6380762922402303
3229,-0.13118911409293882,-0.3286846468600329
3230,-0.45065469153480253,-0.6706826311400528
3231,-0.07906707855777505,-0.13023449788079217
3232,-0.09513981953266058,-0.17551955702481775
3233,0.1476294890394998,0.1589117829623533
3234,-0.2698861608501803,-0.33641290032192395
3235,-0.5444342558771591,-0.8241911939935138
3236,-0.1365283101940466,-0.2805093590119043
3237,-0.22905754678830656,-0.33832525127700297
3238,-0.6142651326982699,-0.6871004446121742
3239,-0.4118211828294301,-0.5792877368194133
3240,-0.028024773312162535,-0.04473149061484459
3241,-0.3807957517422458,-0.6221383489733295
3242,-0.17488221764598758,-0.252724580950739
3243,-0.23992966763586732,-0.3792569377823005
3244,-0.3070535035095448,-0.4470267784614733
3245,0.24046583363020496,0.11902553554569319
3246,-0.15986624669054453,-0.3235941954013177
3247,-0.4806769487485994,-0.6938265018965615
3248,0.0034871945871049193,-0.06470840893551782
3249,-0.1200943424895869,-0.22364463510270766
3250,-0.3375055615369253,-0.511164475470207
3251,-0.16817077342476253,-0.2583368500874111
3252,-0.4293544009567779,-0.6161996793464996
3253,-0.13321867762532408,-0.26203226740638463
3254,-0.20623500535015965,-0.4270718703200447
3255,-0.5041173317377261,-0.7906646069061842
3256,-0.4852775222873267,-0.808860836446354
3257,-0.009620916826627144,-0.055532287927703594
3258,-0.31678603760243573,-0.36608873422317323
3259,-0.2872991869470486,-0.3578378631044399
3260,-0.052127707142735465,-0.15591104690359064
3261,-0.15802734438354302,-0.21864738790141947
3262,-0.4793906517009967,-0.6322652842680554
3263,-0.46425060205374724,-0.5854020271090313
3264,-0.35985284740917634,-0.5284474831271184
3265,-0.20851883689057055,-0.32669296507440937
3266,-0.41246731994870983,-0.47007069195751083
3267,-0.03647401463901161,-0.1441904635349363
3268,-0.2938910047640564,-0.36974606971218527
3269,-0.24074800792559115,-0.3107096475484389
3270,-0.1510563683183294,-0.38004285260135523
3271,-0.3745490702660236,-0.3972039715711752
3272,-0.53630320358537,-0.6403721618233613
3273,-0.3259033295409812,-0.4713523963619221
3274,-0.2832434966663255,-0.3332894698521293
3275,-0.4618152852008809,-0.5821769853214778
3276,-0.3799048895742877,-0.5280498399169553
3277,-0.03261400858595945,-0.14449269823859529
3278,-0.10191814045070013,-0.22442326107802044
3279,-0.4625090148261175,-0.6055627004669106
3280,-0.022189839158439927,-0.11312115845518698
3281,-0.4713149910418917,-0.5191576552691177
3282,-0.26056326569108207,-0.3587580265344514
3283,-0.47756429530312505,-0.586504809221957
3284,-0.5390827390552602,-0.7979852264162276
3285,-0.6703859001325796,-0.7628380618158638
3286,-0.04935344544739212,-0.11736336367806818
3287,-0.42725305064739894,-0.5521012974923534
3288,-0.34937852780281725,-0.579470324572031
3289,-0.3091437902888581,-0.38834899364152614
3290,0.1731550844124243,0.060651249976508656
3291,-0.3021790627976416,-0.5172646593463631
3292,-0.4156414285686988,-0.5102708194908763
3293,-0.17285816404690785,-0.3783045207904538
3294,-0.12132470358852195,-0.27140595780715554
3295,-0.0762645832845926,-0.4308894069725819
3296,-0.052987555898169995,-0.1667306619927804
3297,0.017607482592093073,-0.04145679965643399
3298,-0.4048452012958423,-0.5042798879368703
3299,0.1326726670419074,-0.012678686681358632
3300,-1.0768623817806642,-1.16646124056712
3301,-0.7357880577408833,-0.9026154674478812
3302,-0.5018834844965561,-0.5107229495655725
3303,-0.5608324237944216,-0.7551487060376044
3304,0.05887646145854445,-0.003895307814034925
3305,-0.07717165589995048,-0.2398615335700102
3306,-0.4506743909520476,-0.5499745126403263
3307,-0.3121952401751917,-0.4819937048450547
3308,-0.5575502682404028,-0.7070183297557385
3309,-0.39907603192050495,-0.5477417687385958
3310,-0.3612752332147515,-0.39979912743693957
3311,-0.5631527984679502,-0.6097135940176424
3312,-0.452501642290269,-0.6186337978518645
3313,-0.4002955081909966,-0.4978437327201968
3314,-0.3085882350494866,-0.4034669401632461
3315,-0.6401534816424614,-0.7499771676437746
3316,-0.30456858828775896,-0.743334380812172
3317,-0.0988678049877748,-0.26008103666874066
3318,-0.1677490853534107,-0.2778005636260897
3319,-0.2377203333227965,-0.49318834391717137
3320,-0.5376962985426325,-0.6116945451068847
3321,-0.4387604760838722,-0.4768763885102783
3322,-0.21425251626065375,-0.5168844359132887
3323,-0.31870528540767185,-0.3407810932268053
3324,-0.14364764547152276,-0.2357497553727943
3325,-0.6100796228550512,-0.7497191319836578
3326,-0.3062975381981192,-0.4364657282638573
3327,-0.24316862704649903,-0.34138586862829756
3328,-0.5158700077798034,-0.5861145516117519
3329,-0.19879508999088893,-0.3717959504529731
3330,-0.28522856215482467,-0.3901722721396652
3331,-0.10571860092278337,-0.2631245707772539
3332,-0.2920231732699009,-0.37698586700890196
3333,-0.3039952647644323,-0.3927333191249323
3334,-0.3468011309571757,-0.4452284772826126
3335,-0.5519739323743473,-0.6438374119291825
3336,0.09437553052671915,-0.06675059730706652
3337,0.10963155111002398,-0.021316991055391334
3338,-0.15515317562061132,-0.34539220983931745
3339,-0.05150810909808936,-0.2181005395238026
3340,-0.5284940053542236,-0.8107213387981419
3341,-0.12286380937553779,-0.16096425089914151
3342,-0.3720119350692224,-0.5946602490422488
3343,-0.2076222407336286,-0.4062615884237832
3344,-0.2664781570002009,-0.39334490203586375
3345,-0.3628742695706066,-0.5549381286450592
3346,-0.26080803491651844,-0.3730701717532746
3347,-0.3111269402490335,-0.33911034606446666
3348,-0.6150129957393241,-0.8736501950533152
3349,-0.3993467157680009,-0.5582006605369814
3350,0.07941144464916185,-0.03931416064820097
3351,-0.46900764455688754,-0.6096140134573059
3352,-0.4755008104313766,-0.6216271702105118
3353,-0.4009362323878662,-0.5493465058572433
3354,-0.4042425926763402,-0.566510457836136
3355,-0.44906354516270786,-0.5637209462403744
3356,-0.17753666505513274,-0.32481372549955156
3357,-0.13711710123206103,-0.3085985334443082
3358,-0.4123969039861404,-0.5217473739992452
3359,0.049931297970857214,-0.07958714309998118
3360,-0.18357942131182484,-0.23783972339653978
3361,0.09851312059667137,0.025148670329173513
3362,-0.18281051966792874,-0.28904026044550213
3363,-0.1451161116662732,-0.22088577849835556
3364,-0.01991055257632323,-0.10030801296781003
3365,0.004986229631228689,-0.11532005881554368
3366,-0.21603735069476657,-0.2826228184193394
3367,-0.42197364592502523,-0.6463850298572994
3368,0.020013960831538655,-0.17927690514975203
3369,-0.3771389248982899,-0.4807531377519441
3370,-0.3330508951727539,-0.4451916340889043
3371,-0.34301194085284065,-0.41937163941436945
3372,-0.49495530630983975,-0.7969942366807192
3373,0.04512032683295484,-0.014230177348299558
3374,-0.5055206291887243,-0.588559123937888
3375,-0.4265273408767034,-0.6255927309086258
3376,-0.11610050217215577,-0.2768823137546822
3377,-0.2577652763784873,-0.2866932548322811
3378,-0.34418807939009305,-0.4952488088704821
3379,-0.4562986852227953,-0.603522129861019
3380,-0.31569977255763854,-0.37713034210046603
3381,-0.21158004520904677,-0.3183832836034731
3382,-0.47559064374832344,-0.7179051897287879
3383,-0.27554563309780333,-0.3103523652395652
3384,-0.4476010120982012,-0.5320859724999862
3385,-0.1689006931909884,-0.17152359822331842
3386,-0.4093857521755281,-0.42518025321850256
3387,-0.4034274554669976,-0.5397664039921178
3388,-0.15401686939020628,-0.22530851501046814
3389,-0.12570294954732503,-0.20583031290340018
3390,-0.4802768837390981,-0.5739314416054042
3391,-0.32330141919488814,-0.4151838551147149
3392,-0.3326891863080182,-0.5507284318038308
3393,-0.3150486200256687,-0.6245215273978734
3394,-0.602136734795023,-0.7782228000604225
3395,-0.27487949324040956,-0.323901856474754
3396,-0.09277488650336471,-0.2596077326131051
3397,-0.4919054331864309,-0.5898874786298656
3398,-0.44555380978648434,-0.7001949344185243
3399,-0.48549651849268194,-0.5635959817819953
3400,-0.6293150193718714,-0.7212395193255267
3401,-0.30832989541348915,-0.36404346539656446
3402,-0.17307559257164729,-0.273770951812088
3403,-0.04662097953783582,-0.1334261526855421
3404,-0.6346221152378378,-0.7467931249561964
3405,-0.3510601702099857,-0.39484404592357314
3406,-0.38431882085127994,-0.5556464854415779
3407,-0.5904969260798891,-0.7659078905811743
3408,-0.6300144017309314,-0.9002600846807829
3409,-0.24834654712370696,-0.38043508897274725
3410,-0.42066238261462646,-0.6624085901455503
3411,-0.35995457493092964,-0.4332546247733309
3412,-0.30118695495351716,-0.34659590793595857
3413,0.003340035515351745,-0.06654372414868125
3414,-0.34473022271250087,-0.6136288809316705
3415,0.11670720980408991,0.007958746555851175
3416,-0.1289808688347803,-0.21815543341867247
3417,0.02745808975483862,-0.053378717481794576
3418,-0.3426370769537995,-0.5496352827944889
3419,-0.3807219976797763,-0.5964131416270579
3420,-0.6358510845695353,-0.7230201633985244
3421,-0.8015576354872946,-0.8747977761042802
3422,-0.571479780784258,-0.6700607595913842
3423,-0.31881680131408496,-0.4490368178634586
3424,-0.46598761065065136,-0.5260535055500396
3425,-0.5018794961765669,-0.590320226738681
3426,-0.27622789588841906,-0.34936352747534766
3427,-0.21831666589023688,-0.22730579840234896
3428,-0.40977727314127854,-0.5157531234718904
3429,-0.040206644649904394,-0.1637176375337606
3430,-0.3894815325100624,-0.45253596970594606
3431,-0.0547911013096808,-0.15762925823763663
3432,-0.1107105731033024,-0.2649399868986692
3433,-0.26553043201043963,-0.39932230950424336
3434,-0.39301626271889145,-0.5374113995527136
3435,-0.4193015044423032,-0.5234718769884643
3436,-0.5333888288326385,-0.7240137387232068
3437,-0.3946114644342681,-0.41832836158177295
3438,-0.37413836556651575,-0.6054220699629517
3439,-0.325747939101397,-0.4101096633396781
3440,-0.40587243136423873,-0.5415755935319474
3441,-0.4968066004375816,-0.632792045795591
3442,-0.2398600473064139,-0.45172901190076714
3443,-0.005689103031761263,-0.037049836351519996
3444,-0.3339488239878416,-0.4627835287070424
3445,-0.6761388996624492,-0.8493256676329772
3446,-0.08694765125686893,-0.2578366303625842
3447,-0.25858215520115146,-0.261313427292725
3448,-0.5590291312492851,-0.5625226273959948
3449,-0.2755416990076599,-0.3154737176527172
3450,-0.0389736406933146,-0.21823228712931808
3451,-0.008683896179060664,-0.1367417820867195
3452,-0.1079562012712231,-0.19517077690661855
3453,-0.15726050376198492,-0.22500995275663796
3454,0.05685772716647884,0.007625130168934527
3455,-0.27661572199175133,-0.4854535609419536
3456,-0.2355085909578156,-0.4189245951722773
3457,-0.5418626208976242,-0.6113953126455816
3458,-0.15899960542961405,-0.2731910363490357
3459,-0.25851913727267795,-0.40739007165626406
3460,-0.8220965464492791,-1.0541705075678751
3461,-0.5282874996587281,-0.6424479665498931
3462,-0.15941243716924283,-0.3517293597498201
3463,-0.3296552953633124,-0.4389798363499588
3464,-0.04477748120053027,-0.19182818818608025
3465,-0.4243126795573947,-0.5670549948805557
3466,-0.5735499841352216,-0.6299993257423584
3467,0.12036335899852525,-0.027370524588672673
3468,-0.11369802121562235,-0.16191530676122218
3469,-0.053851418485894885,-0.1682190984101649
3470,-0.2192027718643878,-0.27191268974602495
3471,-0.18705818045256475,-0.32557245601533347
3472,-0.24509073377821305,-0.4069078956370339
3473,-0.3238284707321925,-0.38598713475035723
3474,-0.31626370694174005,-0.46397478881311394
3475,-0.07441781512441337,-0.20807462688300637
3476,-0.5917670525886359,-0.7248632162380189
3477,0.06358556366711803,-0.03317439626748223
3478,0.06456437940705353,-0.007142963414950338
3479,-0.12168357626924345,-0.18189655367600321
3480,0.028808070478892056,-0.15323301675357234
3481,-0.2002721793613218,-0.34899156418067373
3482,-0.32268862869353476,-0.5077608720856039
3483,-0.5817159838626215,-0.6679158082697447
3484,-0.5544586534211807,-0.7499480510056417
3485,-0.18900232223487595,-0.3027508325302
3486,-0.25549008990737154,-0.3711341194650007
3487,-0.49585417937886767,-0.6108811240686883
3488,-0.15393134014495416,-0.24640097301288716
3489,-0.334982865619799,-0.45888159155599284
3490,-0.3256026334956791,-0.48916267911693023
3491,-0.38957108059806,-0.6318082209788182
3492,-0.5130590916139403,-0.6923830471617386
3493,-0.36393748087791344,-0.5027994697601348
3494,-0.4429058995814816,-0.5621809792367194
3495,-0.43996748766242666,-0.556511224235531
3496,-0.030157406081736962,-0.16729264477664096
3497,-0.06341030747762236,-0.10783554279238405
3498,-0.6037997021724664,-0.7359433719629678
3499,0.008585652475073084,-0.15340184535639564
3500,-0.5763149378726496,-0.7354930293392581
3501,-0.032156224340027455,-0.18575462104884352
3502,-0.25228780652666655,-0.3599628074569875
3503,-0.2679876620949103,-0.36384772855014536
3504,-0.4386931386124946,-0.5444732785138025
3505,-0.46989546071695043,-0.6560492959036033
3506,-0.45457303496304063,-0.5829777546224021
3507,-0.24429860011613697,-0.3224838051447683
3508,-0.6401457633112106,-0.6927806581183918
3509,-0.3126887727281854,-0.4136004559316744
3510,-0.3589141391990152,-0.45751595953561014
3511,-0.4677995760867312,-0.5003869482332843
3512,-0.29870650047522246,-0.4117194156682364
3513,-0.16616233534906358,-0.1981234750341168
3514,-0.4526207970820072,-0.4939786199345452
3515,-0.3556026883024984,-0.5654795456581828
3516,-0.49848240270702115,-0.5290662903487854
3517,-0.44273201176107296,-0.5543710259295392
3518,-0.5202543415083516,-0.5977844726207648
3519,-0.4553691887333744,-0.46241561699684053
3520,-0.28617085109341256,-0.3857905339644898
3521,-0.22457614615908295,-0.25084247400649035
3522,-0.4300202286594814,-0.525790326208942
3523,-0.4610173543608819,-0.5912914773331137
3524,-0.008820301813223796,-0.044165418755113824
3525,-0.0605192340811294,-0.1733678752751187
3526,-0.34305700303391357,-0.43411693723372957
3527,-0.454472597990736,-0.5287330055425038
3528,-0.18590685690638734,-0.4493676548985974
3529,-0.7368730103210959,-0.9888888737589924
3530,-0.042736705887948735,-0.06927109339912556
3531,-0.4663932271707584,-0.5038936719383612
3532,-0.27689394945284634,-0.4059767562497355
3533,-0.48829670709417894,-0.7195366807814328
3534,-0.7550483441765354,-0.8894282848848882
3535,-0.2069099318420739,-0.4558482828595776
3536,-0.5667672733117087,-0.6708251442922396
3537,-0.4165151787621296,-0.6570256310888687
3538,0.020036769278006013,-0.04269157595487413
3539,-0.4282152550878141,-0.43728031335170353
3540,-0.4359508027391507,-0.5064870594843025
3541,-0.4786455467192411,-0.6733838558328098
3542,-0.5304944996109374,-0.7025973168497079
3543,-0.4296047368392501,-0.5198896913150959
3544,0.022142901868748753,-0.15432182691161817
3545,-0.4548974101781484,-0.6792169525632903
3546,-0.4348659356732955,-0.49728434408845024
3547,-0.6142455406834644,-0.7288158812296864
3548,-0.39385675629632644,-0.4638416962384911
3549,0.04930634404621606,-0.06727283399905967
3550,-0.3931946296840039,-0.48656063738487776
3551,-0.30463040663799784,-0.4933504335611351
