analysis,n_diffuse,n_clumpy,sd_diffuse,sd_clumpy,var_ratio_C_over_D,levene_W,levene_p,brown_forsythe_W,brown_forsythe_p,f_test_F,f_test_p,quantile,coef,se,t,p,ci_lo,ci_hi,covariate_coef,covariate_p,n
variance,52,47,1.8453453496642305,2.3457491602313048,1.615875252125266,2.222137544784062,0.13928937249504258,2.028243705022776,0.15760804743246815,1.615875252125266,0.09610112211521216,,,,,,,,,,
quantile_regression,,,,,,,,,,,,0.1,0.4795925982874057,0.368330454931833,1.3020715280689021,0.1960074153391651,-0.2515375762082122,1.2107227727830236,-0.00013426472377088886,0.5499242223395056,99
quantile_regression,,,,,,,,,,,,0.25,0.5584783192303914,0.36705114164541014,1.5215272638217525,0.1314147018417379,-0.17011243846215496,1.2870690769229376,-0.00022033372331757282,0.3531902217329864,99
quantile_regression,,,,,,,,,,,,0.5,0.6365803679087886,0.45065380574397307,1.4125707134723382,0.16101572305343304,-0.25796036642088693,1.531121102238464,-0.00036764651882162434,0.20629876147215992,99
quantile_regression,,,,,,,,,,,,0.75,1.2827455834014674,0.6017636468249872,2.131643528434233,0.035589404073228234,0.08825418520932726,2.4772369815936077,-0.0007658922989816613,0.08467601553001548,99
quantile_regression,,,,,,,,,,,,0.9,1.6817863657085754,1.0423279729835853,1.6134905800278858,0.10992046308218854,-0.3872183081248448,3.750791039541996,-0.0012643823320237068,0.1935633785252046,99
quantile_regression,,,,,,,,,,,,OLS_mean,0.9026769350091215,0.4290623768841324,2.1038361404800776,0.03800652067071263,0.050994848229583,1.75435902178866,-0.0005880473942068615,0.03508642943060638,99
