participant_id,condition,trial,map_id,explore_dur_mean,explore_dur_median,exploit_dur_mean,exploit_dur_median,pct_time_exploit,n_transitions,total_collected,time_to_first_resource,inter_resource_mean,collection_rate,path_length,coverage_entropy,heading_variability,patch_leaving_distance,levy_alpha
75,Clumpy,4,Clumpy_5,3.9785,1.5055,3.10286,2.166,40.5617,14,339,3.247,0.150624,6.33077,3525.69,6.21786,12.1529,31.4809,1.62455
75,Clumpy,5,Clumpy_1,1.75933,1.133,5.17263,4.3545,72.3254,16,695,4.728,0.074379,12.1472,3506.72,5.74551,15.165,35.0219,1.6308
80,Diffuse,1,Diffuse_3,0.006,0.006,60.003,60.003,99.99,1,105,0.13,0.570625,1.74974,3446.97,6.10635,14.1712,,1.34067
80,Diffuse,2,Diffuse_3,0.143,0.143,29.8595,29.8595,99.5234,3,121,0.113,0.495225,2.0165,3438.59,6.06387,19.8456,5.09902,1.35499
80,Diffuse,3,Diffuse_1,0.1158,0.105,11.8864,6.359,99.0352,9,114,0.449,0.527071,1.89965,3436.16,6.07227,22.9236,25.4189,1.34607
80,Diffuse,4,Diffuse_4,0.0235,0.0235,29.983,29.983,99.9217,3,137,0.012,0.440441,2.28284,4033.3,6.65017,13.9824,4.47214,1.34073
80,Diffuse,5,Diffuse_3,0.06075,0.058,14.9397,9.232,99.595,7,131,0.11,0.457515,2.18326,4619.57,6.72117,13.5493,5.00031,1.34248
82,Clumpy,1,Clumpy_4,1.29113,0.7985,2.6236,2.033,65.5769,30,583,0.453,0.101079,9.71472,3728.93,5.47607,19.5565,22.6539,1.61824
82,Clumpy,2,Clumpy_3,2.991,0.65,6.17233,2.225,63.8837,12,757,4.049,0.053429,13.0583,3624.7,5.99443,18.3445,24.7229,1.63875
82,Clumpy,3,Clumpy_4,3.54486,2.116,5.7415,3.1835,58.129,12,613,21.382,0.0568933,10.3437,3757.05,5.90729,17.6872,28.3387,1.62542
82,Clumpy,4,Clumpy_2,2.42025,1.1745,5.74957,1.783,67.5183,14,573,12.216,0.0773566,9.61264,3693.84,5.63058,19.7671,32.2641,1.61751
82,Clumpy,5,Clumpy_1,2.23271,1.313,7.37717,6.041,73.9047,12,755,3.55,0.0712149,12.606,3653.17,5.186,19.6478,19.4851,1.64592
85,Diffuse,1,Diffuse_3,0.004,0.004,60.001,60.001,99.9933,1,123,0.009,0.485746,2.04983,3445.81,6.77163,11.3978,,1.33564
85,Diffuse,2,Diffuse_3,0.009,0.009,59.995,59.995,99.985,1,144,0.126,0.416769,2.39984,5213.06,6.67574,12.5498,,1.35543
85,Diffuse,3,Diffuse_1,0.016,0.016,59.992,59.992,99.9733,1,127,0.466,0.466921,2.11638,3442.35,6.77396,10.7579,,1.33562
85,Diffuse,4,Diffuse_1,0.009,0.009,59.999,59.999,99.985,1,133,0.46,0.448606,2.21637,5216.32,6.91205,9.81815,,1.33858
85,Diffuse,5,Diffuse_2,0.008,0.008,60.002,60.002,99.9867,1,143,0.01,0.422296,2.38294,3449.89,6.88156,8.56869,,1.35467
88,Clumpy,1,Clumpy_4,1.88788,1.782,1.74419,2.0425,46.5109,32,321,0.443,0.182741,5.34991,3897.6,6.06406,13.8412,35.6747,1.61195
88,Clumpy,2,Clumpy_5,3.03045,1.082,2.6669,2.366,44.4454,20,356,17.525,0.0963352,5.93294,3912.53,5.84634,15.3343,34.5218,1.63255
88,Clumpy,3,Clumpy_1,1.01517,0.724,2.22267,1.9585,68.6467,35,390,4.567,0.131614,6.69172,3590.64,4.82422,19.9587,32.6485,1.62567
88,Clumpy,4,Clumpy_5,1.01774,0.818,2.25961,1.6255,67.777,36,369,4.577,0.130837,6.14898,3687.83,4.61917,21.1571,40.1081,1.62117
88,Clumpy,5,Clumpy_5,2.024,0.717,2.97683,2.0415,59.5267,23,462,4.562,0.120095,7.69872,3771.48,5.29954,16.7495,31.2725,1.62366
89,Clumpy,1,Clumpy_1,6.71533,4.938,3.2865,1.1665,32.859,11,360,11.046,0.134819,5.9989,5165.02,6.28546,20.6861,21.2257,1.63004
89,Clumpy,2,Clumpy_1,1.73927,0.867,2.42279,1.0505,56.5241,28,395,9.639,0.106178,6.58246,3782.98,5.03703,23.7375,21.4278,1.62522
89,Clumpy,3,Clumpy_5,2.58045,0.816,3.1512,2.0765,52.6103,20,392,10.281,0.100343,6.54457,4403.47,4.89014,23.1311,16.3308,1.64079
89,Clumpy,4,Clumpy_1,3.73613,1.2215,3.76562,1.049,50.1966,15,509,24.643,0.069626,8.48135,3857.48,5.91563,20.9749,13.9307,1.62686
89,Clumpy,5,Clumpy_5,5.248,0.699,6.7538,6.95,56.2732,9,714,14.478,0.0637672,11.8982,4977.44,5.96063,20.7409,41.0691,1.63704
90,Clumpy,1,Clumpy_3,4.98911,4.4,1.8875,1.866,25.1658,16,207,4.114,0.235374,3.44989,4083.98,6.53228,11.6518,30.6359,1.62897
90,Clumpy,2,Clumpy_2,6.49957,4.932,1.87386,2,22.3786,13,203,12.515,0.207188,3.46334,4018.23,6.61005,14.0968,25.5356,1.61181
90,Clumpy,3,Clumpy_4,1.85582,0.982,1.70381,1.3675,46.3544,32,270,2.953,0.154981,4.59106,3815.98,5.61756,19.7553,32.3752,1.62647
90,Clumpy,4,Clumpy_1,1.04646,0.5,3.49415,1.986,76.9533,25,749,2.984,0.0747453,12.6889,3567.45,5.16566,20.3637,22.5586,1.6322
90,Clumpy,5,Clumpy_1,5.247,0.9755,4.09517,3.0515,43.8353,11,360,18.867,0.0637465,6.42249,3657.59,5.87686,20.5514,41.8484,1.63645
92,Diffuse,1,Diffuse_2,0.0105,0.0105,29.9925,29.9925,99.965,3,111,0.018,0.516564,1.84982,3434.87,5.90225,17.3648,16.4924,1.33699
92,Diffuse,2,Diffuse_4,8.60133,0.216,11.291,10.93,56.7606,5,113,0.215,0.539636,1.89353,3427.59,5.70741,16.0456,10.3262,1.34151
92,Diffuse,3,Diffuse_3,41.033,41.033,18.644,18.644,31.2415,1,131,1.316,0.446984,2.19515,6368.97,6.48772,18.0131,,1.34432
92,Diffuse,4,Diffuse_1,0.0545,0.0545,29.9475,29.9475,99.8183,3,119,0.46,0.500644,1.9832,6374.52,6.71799,14.657,80.025,1.33015
92,Diffuse,5,Diffuse_1,0.2085,0.2085,29.795,29.795,99.3051,3,121,0.449,0.489117,2.01643,5789.01,6.47412,17.8257,1.41421,1.32491
94,Diffuse,1,Diffuse_1,0.023,0.023,29.9775,29.9775,99.9233,3,103,0.462,0.571265,1.71664,3441.2,5.97426,16.1161,5.38516,1.34104
94,Diffuse,2,Diffuse_1,0.13,0.096,11.8704,8.767,98.9167,9,105,0.457,0.569788,1.74994,3443.44,5.94505,15.9373,39.9156,1.34077
94,Diffuse,3,Diffuse_4,0.1195,0.1195,29.881,29.881,99.6017,3,104,0.007,0.573388,1.7333,3436.57,5.85904,16.5722,7.2111,1.33043
94,Diffuse,4,Diffuse_2,0.009,0.009,59.993,59.993,99.985,1,121,0.01,0.478675,2.0166,3438.73,6.03211,15.4074,,1.34856
94,Diffuse,5,Diffuse_1,0.0316667,0.017,29.9545,29.9545,99.8417,4,110,0.459,0.539083,1.83321,3435.31,5.90959,17.7117,24.9556,1.34101
95,Diffuse,1,Diffuse_3,0.0095,0.0095,29.9905,29.9905,99.9683,3,109,0.131,0.54538,1.81667,3441.09,6.32008,16.4029,16.7631,1.34338
95,Diffuse,2,Diffuse_2,0.005,0.005,59.996,59.996,99.9917,1,127,0.006,0.475262,2.11663,3447.59,6.66988,11.5781,,1.34566
95,Diffuse,3,Diffuse_2,0.0186667,0.015,19.9813,18.409,99.9067,5,115,0.009,0.525447,1.91667,3448.78,6.71746,13.8356,16.1645,1.33527
95,Diffuse,4,Diffuse_1,0.0853333,0.049,19.9147,11.001,99.5733,5,123,0.457,0.483615,2.05,3450.29,6.8004,8.7162,36.9135,1.33908
95,Diffuse,5,Diffuse_2,0.0246667,0.017,19.979,16.056,99.8767,5,140,0.008,0.427942,2.33291,3451.04,6.94688,9.07509,13.5114,1.3473
96,Diffuse,1,Diffuse_2,0.003,0.003,59.998,59.998,99.995,1,133,0.004,0.45222,2.21663,4043.23,6.84313,9.37612,,1.33693
96,Diffuse,2,Diffuse_2,0.014,0.014,59.986,59.986,99.9767,1,125,0.014,0.482653,2.08333,3449.57,6.68884,11.055,,1.33637
96,Diffuse,3,Diffuse_3,0.014,0.014,59.987,59.987,99.9767,1,114,0.131,0.529788,1.89997,3447.68,6.57746,10.4709,,1.33507
96,Diffuse,4,Diffuse_3,0.012,0.012,59.99,59.99,99.98,1,132,0.13,0.446053,2.19993,3446.14,6.83809,9.17,,1.34059
96,Diffuse,5,Diffuse_4,20.7335,20.7335,8.803,8.803,29.8038,3,118,0.4,0.498129,1.99753,3399.37,6.19433,15.1236,20.5183,1.34075
97,Diffuse,1,Diffuse_1,0.002,0.002,60.001,60.001,99.9967,1,112,0.003,0.534045,1.86657,3430.73,6.40416,17.723,,1.3407
97,Diffuse,2,Diffuse_2,0.009,0.009,60,60,99.985,1,135,0.01,0.4475,2.24966,3449.05,6.82569,10.3985,,1.34463
97,Diffuse,3,Diffuse_3,0.339,0.339,29.6645,29.6645,98.8701,3,121,0.128,0.498183,2.01643,3452.53,6.52868,11.9007,24.7386,1.34613
97,Diffuse,4,Diffuse_5,0.033,0.033,29.9735,29.9735,99.89,3,140,0.032,0.428288,2.33283,3447.45,6.91915,8.97179,10.6301,1.34834
97,Diffuse,5,Diffuse_1,0.069,0.069,29.933,29.933,99.77,3,138,0.454,0.433204,2.29985,3442.22,6.76422,9.92328,4,1.34574
100,Diffuse,1,Diffuse_2,0.047,0.051,19.9537,18.102,99.765,5,123,0.019,0.487484,2.04993,3430.13,6.65692,20.5824,8.64005,1.34011
100,Diffuse,2,Diffuse_1,0.0655,0.0655,29.9365,29.9365,99.7817,3,122,0.451,0.490785,2.0332,3423.62,6.24607,22.5261,17.0294,1.35464
100,Diffuse,3,Diffuse_3,56.559,56.559,3.321,3.321,5.54609,1,127,0,0.47519,2.12091,3432.45,6.89178,16.9098,,1.33722
100,Diffuse,4,Diffuse_4,0.009,0.009,59.992,59.992,99.985,1,117,0.01,0.505888,1.94997,3420.5,6.72894,19.9676,,1.33951
100,Diffuse,5,Diffuse_5,0.013,0.013,59.988,59.988,99.9783,1,136,0.044,0.440889,2.26663,3426.26,6.88943,17.329,,1.35553
102,Diffuse,1,Diffuse_1,0.004,0.004,59.997,59.997,99.9933,1,118,0.454,0.493,1.96663,3448.82,6.56425,13.1402,,1.3427
102,Diffuse,2,Diffuse_1,0.033,0.033,59.967,59.967,99.945,1,153,0.449,0.388928,2.55,3444.49,6.76249,6.79325,,1.36406
102,Diffuse,3,Diffuse_3,0.021,0.021,59.98,59.98,99.965,1,129,0.12,0.467586,2.14996,3449.38,6.82932,6.70569,,1.3403
102,Diffuse,4,Diffuse_5,0.0175,0.0175,29.983,29.983,99.9417,3,133,0.033,0.451015,2.21663,3443.66,6.31584,9.19878,19.4165,1.34321
102,Diffuse,5,Diffuse_1,1.71033,0.1,18.2193,14.267,91.4182,5,135,0.25,0.438045,2.25794,3448.24,6.63236,9.21944,58.0069,1.34412
103,Diffuse,1,Diffuse_5,0.012,0.012,29.989,29.989,99.96,3,117,0.043,0.501983,1.94994,5216.91,6.79231,12.5497,7.81025,1.33406
103,Diffuse,2,Diffuse_5,0.012,0.012,59.994,59.994,99.98,1,139,0.046,0.432935,2.31644,3445.84,6.39933,13.2471,,1.34927
103,Diffuse,3,Diffuse_1,0.0085,0.0085,29.992,29.992,99.9717,3,109,0.45,0.548435,1.81664,4034.37,6.8118,12.0774,6,1.32345
103,Diffuse,4,Diffuse_4,0.0626667,0.033,19.9377,16.776,99.6867,5,105,0.006,0.57274,1.74997,3443.3,6.40289,16.8379,11.5511,1.32734
103,Diffuse,5,Diffuse_1,0.057,0.016,19.9443,17.924,99.715,5,100,0.454,0.599141,1.66656,3438.02,6.0064,19.4284,51.2435,1.33566
104,Diffuse,1,Diffuse_2,0.015,0.015,59.99,59.99,99.975,1,135,0.039,0.444075,2.24981,3443.65,6.82156,13.7599,,1.3438
104,Diffuse,2,Diffuse_2,0.0293333,0.017,19.971,11.55,99.8533,5,112,0.006,0.533414,1.86664,3444.54,6.31348,15.0986,9.70879,1.33375
104,Diffuse,3,Diffuse_4,0.007,0.007,59.998,59.998,99.9883,1,110,0.008,0.542954,1.83318,4016.74,6.73252,15.0954,,1.33387
104,Diffuse,4,Diffuse_5,0.0565,0.0565,29.9505,29.9505,99.8117,3,132,0.045,0.448992,2.19949,3425.64,6.56689,17.0245,25,1.35688
104,Diffuse,5,Diffuse_5,0.087,0.087,29.9165,29.9165,99.71,3,128,0.038,0.468512,2.13308,3434.79,6.64467,14.5,7,1.33927
105,Clumpy,1,Clumpy_5,4.02712,3.505,3.96929,1.368,46.3068,14,370,17.698,0.0610569,6.16646,3896.88,6.20627,17.4572,18.5056,1.61316
105,Clumpy,2,Clumpy_3,6.1066,0.917,5.8936,2.651,49.1125,9,626,9.317,0.0809888,10.4332,3867.11,6.13916,20.182,34.8275,1.63218
105,Clumpy,3,Clumpy_4,2.09029,1,7.43433,6.293,75.2996,12,547,1.581,0.102276,9.23394,3600.97,5.14427,21.9616,34.432,1.62
105,Clumpy,4,Clumpy_4,3.8424,0.982,8.0444,8.318,67.6751,9,557,1.482,0.0973508,9.37174,3673.22,5.50569,19.1476,48.9904,1.6197
105,Clumpy,5,Clumpy_2,2.33913,1.6495,5.135,4.126,68.7037,15,589,5.349,0.0925459,9.85065,3691.23,5.53178,19.145,22.3676,1.60684
106,Clumpy,1,Clumpy_3,5.97512,4.466,1.74329,1.883,20.337,14,258,26.854,0.105315,4.29971,5305.3,6.58609,9.82839,29.0583,1.61679
106,Clumpy,2,Clumpy_4,6.50757,3.899,2.06486,2.1,24.0872,13,324,0.439,0.172607,5.39937,5268.76,7.04099,9.17143,39.1847,1.61842
106,Clumpy,3,Clumpy_1,17.883,3.95,2.117,2.05,10.585,5,186,48.149,0.0631568,3.1,8320.24,7.04591,10.2843,32.8778,1.65427
106,Clumpy,4,Clumpy_1,3.11118,1.516,2.34373,2.15,42.9655,21,467,4.193,0.119745,7.78281,3929.62,6.30285,11.5544,35.6477,1.61725
106,Clumpy,5,Clumpy_3,3.2005,1.4495,2.8008,2.1925,46.6699,19,317,21.644,0.121206,5.28219,4478.88,6.19374,11.6646,33.186,1.61364
107,Clumpy,1,Clumpy_4,2.81423,1.714,1.9515,1.924,39.028,24,246,0.447,0.230363,4.0998,3951.96,5.9265,14.4844,30.8231,1.62959
107,Clumpy,2,Clumpy_2,19.362,22.275,0.4925,0.4925,1.66748,4,71,0,0.0336957,1.20194,4183.25,5.47006,17.459,,1.61946
107,Clumpy,3,Clumpy_3,1.4712,1.298,2.68493,1.8915,63.0085,28,393,4.711,0.123561,6.58766,3727.08,4.97831,14.4721,34.5473,1.61838
107,Clumpy,4,Clumpy_3,1.22511,1.064,2.04028,1.491,61.2063,36,386,3.706,0.134161,6.43312,3760.46,4.6013,17.2263,23.3696,1.61598
107,Clumpy,5,Clumpy_4,1.08418,0.798,2.57019,1.8655,69.0516,32,294,0,0.196515,4.9367,3648.67,4.49279,15.8025,42.1913,1.60673
108,Clumpy,1,Clumpy_5,2.02783,1.1335,3.24255,2.617,59.4447,22,387,8.458,0.132161,6.44979,3778.62,5.15293,20.5832,24.665,1.63668
108,Clumpy,2,Clumpy_3,9.2576,2.005,2.7428,2.166,22.8559,9,251,41.504,0.073868,4.18319,5257.72,6.78183,19.4703,30.1951,1.62969
108,Clumpy,3,Clumpy_1,0.9215,0.642,2.82856,1.7085,75.4271,31,392,4.097,0.132481,6.53322,3640.15,4.45239,21.6697,32.6246,1.61923
108,Clumpy,4,Clumpy_2,2.2585,0.517,2.99091,1.6,54.8315,22,298,17.676,0.131091,4.9665,3826.63,5.22873,21.581,19.3867,1.59887
108,Clumpy,5,Clumpy_2,2.00129,1.025,2.46023,1.382,53.3041,26,298,3.796,0.151293,4.96658,3825.84,4.40945,22.2649,17.1495,1.59589
109,Diffuse,1,Diffuse_2,0.193,0.193,29.81,29.81,99.3567,3,126,0.007,0.476536,2.09979,3451.87,6.69628,10.6781,6.7082,1.33662
109,Diffuse,2,Diffuse_3,0.02,0.02,29.983,29.983,99.9333,3,111,0.124,0.543036,1.84982,3450.46,6.79911,10.63,63.5059,1.33138
109,Diffuse,3,Diffuse_2,0.009,0.009,59.998,59.998,99.985,1,128,0.009,0.470732,2.13308,3448.1,6.8887,8.79247,,1.34542
109,Diffuse,4,Diffuse_1,,,,,,0,119,0.251,0.497314,1.98993,3442.65,6.79803,8.58564,,1.33169
109,Diffuse,5,Diffuse_2,0.015,0.015,60,60,99.975,1,136,0.016,0.43517,2.2661,3448.77,6.6971,9.0252,,1.34749
110,Clumpy,1,Clumpy_3,10.8482,13.639,1.4405,1.5325,9.60285,8,2,33.31,0.048,0.0333317,5973.38,7.09437,12.3994,47.927,
110,Clumpy,2,Clumpy_4,5.23256,1.932,1.6135,1.3245,21.513,16,214,0.438,0.0632535,3.56661,4119.16,6.97197,11.0796,29.1109,1.62928
110,Clumpy,3,Clumpy_3,9.6048,2.281,2.3952,2.099,19.96,9,187,40.864,0.102876,3.11667,5885.53,6.93978,11.8623,28.387,1.64555
110,Clumpy,4,Clumpy_5,6.16788,1.016,1.26375,1.25,17.005,15,128,48.66,0.0848425,2.15296,4124.32,7.01579,14.9172,28.918,1.64713
110,Clumpy,5,Clumpy_3,1.78825,0.5735,2.07893,1.916,52.1506,30,392,15.687,0.108478,6.55562,5001.66,5.24765,20.3762,25.8605,1.62281
111,Clumpy,1,Clumpy_3,7.9705,7.106,7.02975,3.775,46.8642,7,605,4.812,0.0912231,10.0832,3880.75,6.13536,22.0671,2.23607,1.63495
111,Clumpy,2,Clumpy_4,7.8604,2.283,4.1408,3.732,34.5032,9,489,0.45,0.122012,8.14919,3997.21,6.6898,14.4272,28.1895,1.61886
111,Clumpy,3,Clumpy_3,5.08429,2.003,3.489,3.517,40.6962,13,561,25.64,0.0613768,9.34797,3942.29,6.33802,17.1945,14.7666,1.63001
111,Clumpy,4,Clumpy_3,3.4721,1.7585,2.80967,1.784,42.1394,18,378,10.068,0.0592944,6.29916,3926.68,6.3983,16.8058,22.7659,1.63356
111,Clumpy,5,Clumpy_1,3.77386,2.033,4.79814,2.267,55.9746,13,669,8.265,0.0770075,11.1493,3808.39,5.96403,17.4654,27.1062,1.62485
114,Diffuse,1,Diffuse_1,0.002,0.002,60,60,99.9967,1,136,0.469,0.44057,2.26659,3449.04,6.34991,14.9944,,1.36091
114,Diffuse,2,Diffuse_3,0.043,0.043,29.9585,29.9585,99.8567,3,100,0.119,0.597465,1.66658,3441.78,6.04083,15.3323,12.8062,1.3291
114,Diffuse,3,Diffuse_2,0.016,0.016,29.985,29.985,99.9467,3,143,0.015,0.422394,2.38325,5206.11,6.75464,12.4656,12.3693,1.35056
114,Diffuse,4,Diffuse_1,0.015,0.015,59.987,59.987,99.975,1,134,0.449,0.434459,2.23326,3447.33,6.86579,10.6894,,1.35483
114,Diffuse,5,Diffuse_3,,,,,,0,132,1.083,0.448977,2.20743,3439.16,6.71366,11.6526,,1.34982
118,Clumpy,1,Clumpy_4,4.70414,0.517,4.51183,2.4845,45.1183,12,272,0.446,0.114321,4.53333,3899.26,5.98801,21.554,28.8114,1.58539
118,Clumpy,2,Clumpy_2,1.60987,0.45,5.89013,3.1085,78.535,15,516,13.712,0.0895146,8.6,3617.99,4.96612,19.1582,45.4676,1.61332
118,Clumpy,3,Clumpy_3,7.75025,6.0765,9.66633,2.282,48.3317,6,395,12.954,0.0714442,6.58333,3880.02,5.8085,19.8703,28.6698,1.62286
118,Clumpy,4,Clumpy_4,5.88033,1.2745,4.0845,2.75,40.9891,11,455,0.2,0.13124,7.6101,3881.46,6.22769,17.8734,25.6896,1.62569
118,Clumpy,5,Clumpy_1,2.95586,0.4,5.61557,5.499,65.515,13,721,9.174,0.0689111,12.0167,6077.41,5.65921,20.4109,27.3793,1.63917
120,Clumpy,1,Clumpy_3,5.18186,2.534,3.95567,2.142,39.5521,12,534,1.61,0.0627617,8.89896,3962.41,6.4815,15.9528,32.593,1.62604
120,Clumpy,2,Clumpy_2,2.78829,0.584,6.74783,7.4005,67.4727,12,694,6.876,0.0708773,11.5657,3719.77,5.9688,18.5011,41.2871,1.61785
120,Clumpy,3,Clumpy_3,4.87157,2.901,3.7,1.334,43.1659,13,621,13.613,0.0744661,10.3498,3934.14,6.59006,15.2056,29.2635,1.63301
120,Clumpy,4,Clumpy_4,1.92356,0.283,4.74367,2.817,71.1491,17,888,0.444,0.0671026,14.7988,3687.98,6.01297,16.8795,39.4188,1.6154
120,Clumpy,5,Clumpy_3,3.27433,1.099,7.5704,4.867,65.8319,10,745,0.45,0.0566989,12.957,3562.73,5.70731,17.8646,20.0901,1.64342
121,Clumpy,1,Clumpy_5,5.15422,3.666,1.70212,1.483,22.6931,16,212,28.313,0.137493,3.53304,5279.6,6.88643,12.2797,28.449,1.63378
121,Clumpy,2,Clumpy_1,6.729,4.833,4.8788,3.563,42.0304,9,506,23.964,0.0674515,8.71828,3797.55,6.33662,16.9855,40.2462,1.63182
121,Clumpy,3,Clumpy_5,1.7092,0.683,9.273,7.716,84.4366,9,728,0.617,0.0719752,13.2578,3266.28,4.83475,20.8473,26.7837,1.62832
121,Clumpy,4,Clumpy_3,4.84243,0.9,3.3635,3.165,37.3183,12,336,12.781,0.0645194,6.21325,3584.91,6.09031,18.5627,23.3545,1.62352
121,Clumpy,5,Clumpy_5,5.1045,3.1155,4.793,2.184,43.8984,10,373,21.314,0.0565349,6.8325,3568.41,6.1071,17.9134,41.944,1.63831
122,Diffuse,1,Diffuse_5,0.141154,0.1,4.47454,2.398,96.9419,25,96,0.037,0.627716,1.59989,3456.33,5.25408,22.9091,34.4319,1.36168
122,Diffuse,2,Diffuse_4,0.244727,0.083,5.20991,4.047,95.5134,21,83,0.016,0.729061,1.38331,3459,4.99695,24.1907,35.1918,1.34443
122,Diffuse,3,Diffuse_2,0.0335,0.024,14.9675,13.6315,99.7767,7,101,0.002,0.59268,1.68322,3437.35,5.62415,18.4226,6.18253,1.33268
122,Diffuse,4,Diffuse_5,0.0973,0.083,5.9033,3.764,98.3785,19,100,0.043,0.604889,1.6665,3451.64,5.83386,14.9758,35.9236,1.33829
122,Diffuse,5,Diffuse_4,0.1454,0.05,11.8552,8.626,98.7884,9,118,0.011,0.509692,1.96657,3453.12,5.90651,13.6596,16.1472,1.33605
123,Diffuse,1,Diffuse_4,0.01,0.01,59.992,59.992,99.9833,1,145,0.075,0.415563,2.41659,3447.21,6.65353,12.7329,,1.3523
123,Diffuse,2,Diffuse_2,,,,,,0,145,0.083,0.418063,2.42123,3446.34,6.93499,8.0194,,1.34789
123,Diffuse,3,Diffuse_5,0.0646667,0.05,19.9357,15.017,99.6767,5,121,0.045,0.49485,2.01663,3444.75,6.13985,14.4932,20.8964,1.3392
123,Diffuse,4,Diffuse_3,0.0946,0.067,11.9056,6.783,99.2117,9,123,0.123,0.488385,2.04997,3449.84,5.9647,17.0033,36.0945,1.35508
123,Diffuse,5,Diffuse_1,6.016,6.016,53.87,53.87,89.9542,1,120,0.333,0.499773,2.00381,3443.5,6.43144,16.3153,,1.33599
126,Diffuse,1,Diffuse_4,0.0463333,0.017,19.955,6.702,99.7683,5,111,0.011,0.537973,1.84988,5190.52,6.0455,23.9781,3.65028,1.34862
126,Diffuse,2,Diffuse_2,0.0322,0.033,11.968,10.728,99.7317,9,140,0.015,0.42536,2.33329,3420.59,6.44252,22.8061,37.8909,1.36762
126,Diffuse,3,Diffuse_5,0.122,0.122,29.878,29.878,99.5933,3,133,0.043,0.449833,2.21667,8124.5,6.14047,24.3507,44.2945,1.34692
126,Diffuse,4,Diffuse_5,0.0085,0.0085,29.993,29.993,99.9717,3,131,0.034,0.460731,2.18322,6966.52,6.66281,13.4871,4.12311,1.33295
126,Diffuse,5,Diffuse_1,0.101889,0.083,6.56489,3.3,98.4717,17,96,0.037,0.627137,1.59997,5764.41,5.84422,27.7547,15.0936,1.33764
128,Diffuse,1,Diffuse_1,0.0633333,0.016,19.9373,20.354,99.6833,5,134,0.479,0.445759,2.23326,3422.39,6.62311,16.7668,6.95965,1.35095
128,Diffuse,2,Diffuse_4,0.004,0.004,60.011,60.011,99.9933,1,118,0.004,0.509308,1.96618,3419.34,6.42827,19.5865,,1.3388
128,Diffuse,3,Diffuse_5,0.0935,0.0935,29.9135,29.9135,99.6884,3,110,0.048,0.545318,1.83291,3417.74,6.44559,21.2432,8.06226,1.33603
128,Diffuse,4,Diffuse_4,0.009,0.009,59.998,59.998,99.985,1,132,0.01,0.457985,2.19974,3412.37,6.57497,19.9184,,1.35246
128,Diffuse,5,Diffuse_2,0.129,0.13,19.874,15.064,99.3551,5,132,0.011,0.456695,2.19967,3412.04,6.58162,18.3748,16.8209,1.35067
129,Clumpy,1,Clumpy_5,4.24611,1.399,2.72337,2.4835,36.3105,16,365,13.88,0.0547995,6.08313,5154.73,6.06726,17.3586,43.0565,1.63725
129,Clumpy,2,Clumpy_5,1.69829,0.683,2.5875,1.175,60.374,27,380,4.133,0.142879,6.33323,3768.99,5.13365,19.9288,20.0595,1.60427
129,Clumpy,3,Clumpy_5,2.14757,0.549,7.49467,6.85,74.9454,12,746,5.426,0.0683906,12.4331,3650.29,5.33505,19.4429,31.2609,1.62381
129,Clumpy,4,Clumpy_3,14.098,1.995,5.90567,1.284,29.5229,5,387,42.862,0.0441269,6.44882,4043.6,6.52635,18.2046,27.2029,1.64012
129,Clumpy,5,Clumpy_3,3.9495,1.624,4.05786,0.967,47.3409,14,389,26.367,0.0683402,6.48323,5049.9,5.98342,18.4141,22.6072,1.61595
130,Clumpy,1,Clumpy_2,2.4497,1.7245,3.5515,2.675,59.1798,19,428,11.133,0.113379,7.13191,3781.54,5.44338,17.2356,35.2638,1.618
130,Clumpy,2,Clumpy_1,1.92329,0.95,2.54515,2.3,55.1331,26,387,10.698,0.113946,6.4486,3810.38,5.02865,19.9603,27.7824,1.61702
130,Clumpy,3,Clumpy_3,1.70282,1,1.92794,1.983,54.6204,34,372,5.607,0.145908,6.19948,3910.92,5.21108,18.8885,28.7429,1.62398
130,Clumpy,4,Clumpy_3,,,,,,,,,,,,,,,
130,Clumpy,5,Clumpy_5,1.89381,0.983,1.98027,1.417,49.5025,30,388,9.224,0.109085,6.46613,3850.49,4.7502,20.0563,26.7511,1.63322
131,Diffuse,1,Diffuse_2,0.004,0.004,60.008,60.008,99.9933,1,128,0.01,0.463252,2.13291,3443.62,6.62931,8.54679,,1.34365
131,Diffuse,2,Diffuse_2,,,,,,0,115,0,0.525823,1.92295,3443.06,6.53324,9.64347,,1.32773
131,Diffuse,3,Diffuse_1,0.009,0.009,59.998,59.998,99.985,1,81,0.457,0.719875,1.34984,3448.35,6.45801,11.086,,1.30596
131,Diffuse,4,Diffuse_2,0.342,0.148,7.15887,3.3405,95.4405,15,99,0.006,0.595367,1.64981,3485.85,5.4062,13.3664,10.9905,1.33666
131,Diffuse,5,Diffuse_5,0.104,0.065,11.897,9.472,99.1334,9,105,0.041,0.575471,1.74985,3448.59,6.07327,12.3168,41.6645,1.33471
132,Clumpy,1,Clumpy_2,6.417,4.933,2.15786,2.35,25.1649,13,292,20.741,0.128512,4.86472,4671.71,6.77354,11.9084,29.619,1.61983
132,Clumpy,2,Clumpy_2,2.34745,1.932,3.03027,3.068,56.3486,21,485,4.266,0.112647,8.1988,4345.05,5.57775,12.7209,32.5717,1.62779
