sample,n_total,n_diffuse,mean_diffuse,sd_diffuse,n_clumpy,mean_clumpy,sd_clumpy,diff_d_minus_c,t,p,cohen_d
OLD,101,52,0.7822401784789942,0.16133789963615283,49,0.6691058695718177,0.26653511196062923,0.11313430890717646,2.561730794863096,0.01233991644272842,0.5171751782048898
NEW,138,65,0.7841372761950236,0.15745585033226456,73,0.7171709143522828,0.24057497013745566,0.06696636184274085,1.9542358980259769,0.05290059711048483,0.3255731607740556
