participant_id,condition,explore_dur_mean_mean,explore_dur_mean_sd,explore_dur_median_mean,explore_dur_median_sd,exploit_dur_mean_mean,exploit_dur_mean_sd,exploit_dur_median_mean,exploit_dur_median_sd,pct_time_exploit_mean,pct_time_exploit_sd,n_transitions_mean,n_transitions_sd,total_collected_mean,total_collected_sd,time_to_first_resource_mean,time_to_first_resource_sd,inter_resource_mean_mean,inter_resource_mean_sd,collection_rate_mean,collection_rate_sd,path_length_mean,path_length_sd,coverage_entropy_mean,coverage_entropy_sd,heading_variability_mean,heading_variability_sd,patch_leaving_distance_mean,patch_leaving_distance_sd,levy_alpha_mean,levy_alpha_sd
129,Clumpy,18.9334,14.1034,18.9334,14.1034,22.1266,4.75862,22.1266,4.75862,51.0366,19.7415,2.2,0.83666,453.4,163.839,18.5336,16.2333,0.0757072,0.0389045,7.55631,2.73073,4333.5,717.137,5.80915,0.568428,18.6698,1.0227,37.9279,51.4713,1.62428,0.0149092
130,Clumpy,10.4604,1.78084,10.4604,1.78084,47.5657,3.36748,47.5657,3.36748,78.8469,6.8218,1.25,0.5,393.75,23.9774,9.1655,2.50905,0.12058,0.0170247,6.56153,0.399275,3838.33,56.0453,5.10833,0.292928,19.0352,1.31127,68,,1.62305,0.00744072
131,Diffuse,51.8163,17.9197,48.2858,25.8142,0.301,,0.301,,0.201055,0.449573,0.8,1.78885,105.6,17.6011,0.1028,0.198637,0.575958,0.0952697,1.76107,0.294143,3453.89,18.0492,6.22001,0.501523,10.9919,1.94931,6.80129,,1.32974,0.014452
132,Clumpy,18.1733,23.5015,17.928,23.7005,17.3733,6.2516,16.4517,8.06051,56.4614,31.9671,3.4,2.88097,522.6,142.676,7.375,8.07735,0.100153,0.0206439,8.99204,2.67447,3964.38,533.312,5.89664,0.571023,13.322,1.00077,19.4835,15.8522,1.63024,0.0121733
133,Diffuse,59.8514,0.0257837,59.8514,0.0257837,,,,,0,0,0,0,121,6.96419,0.2108,0.233718,0.491189,0.0238528,2.01656,0.116039,3438.37,4.41329,6.49538,0.19718,13.0517,0.869667,,,1.34301,0.004936
135,Diffuse,59.8376,0.0259095,59.8376,0.0259095,,,,,0,0,0,0,132.6,5.27257,0.2024,0.243194,0.449922,0.0192922,2.21085,0.0875812,3444.76,3.25332,6.84003,0.122592,11.052,1.92258,,,1.34409,0.00892158
136,Clumpy,11.134,6.61646,11.134,6.61646,29.1032,10.1964,29.1032,10.1964,65.75,24.2822,2.2,0.447214,550.8,207.283,10.3534,9.3277,0.0747696,0.0196306,9.17891,3.45424,3746.23,154.344,5.60841,0.550627,21.2878,1.68359,23.7965,32.1856,1.62197,0.0107673
137,Diffuse,25.9936,20.5479,26.4449,20.4037,7.19967,1.57803,6.44788,1.41508,24.353,21.8832,3.4,2.70185,130.8,9.52365,0.0146,0.0154532,0.461466,0.0317684,2.17979,0.158672,3441.58,5.80136,6.46531,0.261089,15.566,2.41454,11.0175,4.89708,1.34899,0.00284337
138,Clumpy,16.7846,4.15706,16.7846,4.15706,36.6225,10.0045,36.6225,10.0045,68.1755,4.16045,1.4,0.894427,566.4,95.0858,11.9138,9.37069,0.0751599,0.00497192,9.53813,1.61679,4766.5,773.236,5.60839,0.249244,20.0001,0.637988,11.4267,12.1598,1.62306,0.00971556
139,Clumpy,32.2582,21.1211,31.8309,21.6245,10.61,9.70615,10.61,9.70615,22.6717,33.866,1.6,1.67332,392.4,181.727,3.9868,5.62795,0.14947,0.0532939,7.10273,3.50667,4811.24,1681.77,5.93832,0.428245,12.1314,1.46304,15.4863,17.3165,1.62303,0.018649
140,Diffuse,51.162,18.2174,51.162,18.2174,6.78325,6.41098,6.78325,6.41098,8.31191,16.5634,0.8,1.30384,130.8,4.54973,0.126,0.200803,0.459054,0.0164732,2.17987,0.0758778,3442.96,4.39434,6.55512,0.183938,15.0088,1.68881,5.44283,,1.34646,0.00895484
141,Clumpy,19.9138,11.6259,18.5271,12.5444,20.0001,15.8405,20.0001,15.8405,40.4794,24.9792,2.4,1.14018,359.8,101.574,10.866,10.8827,0.142817,0.0705944,5.99867,1.6928,3842.3,125.121,5.62402,0.681923,10.8741,0.864867,11.2196,15.2478,1.61428,0.0151257
142,Clumpy,13.481,6.00735,12.6499,6.7278,13.4169,5.03626,13.1229,5.41229,48.5723,16.6453,3.8,1.64317,597.6,233.917,10.1686,10.8587,0.0873073,0.0265938,9.96094,3.89569,4078.24,486.488,6.20029,0.498752,15.1919,1.49311,24.5368,13.6907,1.62332,0.00977906
143,Clumpy,9.219,6.45926,9.219,6.45926,41.9444,16.362,41.9444,16.362,76.4814,18.5355,1.6,0.894427,648.4,198.331,11.8314,8.12294,0.0735539,0.020704,10.8273,3.31852,3813.32,369.018,5.49639,0.354738,21.7959,1.72584,40.3226,20.228,1.61817,0.0108767
144,Diffuse,45.6443,19.1969,45.6443,19.1969,10.625,3.0943,10.625,3.0943,7.09582,10.0539,0.8,1.09545,126,6.36396,0.2546,0.206599,0.475422,0.0234405,2.1055,0.099953,6039.81,2640.17,6.69857,0.121564,11.6725,2.86891,16.3116,10.9025,1.33418,0.0123767
146,Clumpy,9.8192,4.21511,8.9582,4.50782,26.1801,16.0136,26.1801,16.0136,69.6784,20.3575,2.6,1.14018,653.6,106.359,5.4794,3.90992,0.0815764,0.0106962,10.8926,1.77269,3934.21,624.011,5.5182,0.681612,23.3959,3.38961,26.0752,32.7655,1.62597,0.0108192
147,Diffuse,40.0234,27.315,39.6544,27.8774,26.254,9.91647,26.254,9.91647,23.987,32.9906,1.2,1.78885,120.4,16.0717,0.1218,0.196649,0.503245,0.0680327,2.00668,0.267901,3438.2,13.7557,6.57559,0.179058,17.7635,6.58597,5.43417,0.917248,1.3419,0.0156374
149,Diffuse,46.7636,17.8458,46.7636,17.8458,5.4525,0.850649,5.4525,0.850649,3.64207,5.03756,0.8,1.09545,128.2,11.3004,0.2288,0.212108,0.470955,0.0396328,2.13666,0.188363,3446.21,3.96638,6.65566,0.0548191,12.2075,1.04402,3.20156,4.52769,1.34788,0.00888741
150,Clumpy,33.4859,23.2001,33.7883,23.3354,4.1675,2.71642,4.16125,2.71615,13.1598,13.3563,3,2.73861,231.2,107.01,10.3144,8.94729,0.160621,0.121883,3.9129,1.83712,5581.4,1554.96,6.52958,0.408529,15.094,1.22284,12.0517,5.28494,1.61528,0.0142242
154,Diffuse,14.196,16.0228,14.196,16.0228,45.8224,16.9604,45.8224,16.9604,85.7714,22.9541,0.8,0.83666,104.4,11.0589,0.211,0.223335,0.570934,0.0705765,1.73971,0.184267,3442.39,13.8849,5.71886,0.298415,22.5295,3.24225,5.38516,,1.35286,0.0103611
155,Clumpy,22.3883,15.9025,22.3883,15.9025,22.7736,9.07185,22.7736,9.07185,50.5683,18.13,2,1,451,129.815,15.6058,17.2169,0.0909962,0.0329635,7.52097,2.1705,4703.96,1055.24,6.05113,0.361598,16.3146,1.48276,52.603,22.8996,1.6199,0.0126937
156,Diffuse,36.9289,27.0462,36.8139,27.2028,10.7831,0.704476,10.652,0.821716,25.7369,28.4358,2.4,2.88097,128,13.8924,0.1302,0.186217,0.4719,0.0499106,2.13307,0.231438,3552.84,264.141,6.40409,0.170689,15.6619,3.94925,8.58191,2.2283,1.353,0.0109249
157,Diffuse,22.8678,24.0793,21.996,24.9987,25.1801,23.3744,25.1801,23.3744,47.2853,36.7322,2.4,2.19089,123,9.97497,0.2236,0.229219,0.486936,0.0414548,2.05857,0.169502,4715.67,1479.89,6.32647,0.332703,22.261,4.80567,11.4881,5.09699,1.352,0.01399
160,Diffuse,40.1164,20.3019,40.1164,20.3019,12.911,8.27138,12.911,8.27138,19.4616,23.0307,1.4,1.51658,116.2,13.1225,0.3722,0.190245,0.517117,0.0542573,1.93655,0.218722,5331.2,1526.66,6.45692,0.322727,14.5565,4.16119,8.94427,6.32456,1.33672,0.0111243
161,Clumpy,13.1159,12.9638,13.1159,12.9638,28.8158,13.1963,28.8158,13.1963,71.1113,20.8513,2.2,0.83666,702.4,207.911,9.3916,14.5553,0.0676205,0.0115651,11.7601,3.47472,3831.93,393.121,5.72704,0.440024,21.9567,2.71951,65.1611,28.1491,1.6262,0.00815781
162,Diffuse,41.8957,21.1708,41.6398,21.5988,7.645,2.48411,7.645,2.48411,12.3482,12.9183,1.6,1.81659,123.2,8.95545,0.035,0.0514927,0.48144,0.0327656,2.05326,0.149241,3441.43,2.94243,6.34989,0.339793,17.555,5.16912,16.1813,13.6127,1.34774,0.00526983
164,Clumpy,24.393,20.2164,23.3551,20.9354,15.7296,8.71554,15.7296,8.71554,33.4805,24.9862,2.4,1.51658,395.4,203.365,16.2612,13.3106,0.103133,0.056246,6.58911,3.38874,5823.58,1613.52,6.29929,0.473615,15.2284,2.35035,55.8077,29.5941,1.62068,0.0122083
165,Clumpy,9.3295,4.85037,9.3295,4.85037,41.4989,11.457,41.4989,11.457,80.9689,16.4163,1.4,0.894427,434.6,106.676,2.6506,4.14487,0.09999,0.0198482,7.48592,1.85346,3606.4,177.959,4.89503,0.39264,22.0987,2.27696,47.7961,27.7677,1.61971,0.00937245
166,Diffuse,42.0623,24.8129,41.779,25.2893,12.2667,5.87075,12.2667,5.87075,16.4485,24.5859,1.4,1.94936,134,16.3554,0.2164,0.38707,0.44931,0.0493443,2.23702,0.272569,3433.52,11.8167,6.72016,0.0724487,15.0023,4.29122,15.122,2.86882,1.34993,0.0137655
168,Clumpy,13.5136,7.85268,13.4237,7.97192,18.0909,4.03896,18.0909,4.03896,60.9919,13.2173,3,0.707107,601,81.7221,6.7518,4.35525,0.0874321,0.0146257,10.1206,1.41331,4144.84,881.575,6.13672,0.318778,15.6075,1.26099,39.9113,38.1784,1.62837,0.00400396
169,Clumpy,11.8496,5.40378,11.8496,5.40378,26.7065,9.2623,26.7065,9.2623,66.2797,14.7544,2.4,0.894427,475.6,153.217,7.6746,5.49874,0.0998635,0.0217021,7.92609,2.55322,3780,131.391,5.68883,0.386395,18.6697,2.07243,19.9158,24.5523,1.61825,0.0108069
170,Clumpy,10.8122,5.05821,11.0927,5.05811,22.2391,12.1188,21.952,12.4307,58.0493,15.2145,3.2,1.30384,629.8,153.03,10.4954,7.3142,0.0641882,0.0115056,10.5954,2.53454,3753.97,67.7828,6.01024,0.176284,20.4672,0.739477,17.9559,14.708,1.62771,0.00672811
171,Clumpy,30.526,16.8698,30.526,16.8698,18.9581,11.1464,18.9581,11.1464,41.1598,25.3085,1.4,0.894427,330,179.174,26.5428,13.9928,0.0940908,0.0661279,5.9369,3.06692,5605.8,2306.47,5.85501,0.661272,22.4356,2.64952,23.0868,,1.62397,0.0194112
172,Clumpy,23.1788,21.3477,22.3142,22.0323,16.8111,7.93347,16.5177,8.5158,33.0393,25.7162,2.8,2.28035,431.8,72.7372,5.2446,7.62414,0.107149,0.0323861,7.21284,1.20669,3833.99,114.163,6.14272,0.387773,10.3404,0.81014,19.6814,12.0531,1.6153,0.00858953
173,Clumpy,14.1336,5.18192,13.5283,5.87754,15.675,4.8165,16.0673,4.27331,49.4031,15.6157,3.2,1.09545,646.4,188.204,8.751,8.19892,0.0647601,0.0142134,10.7821,3.13219,3834.55,161.159,6.20517,0.391848,18.9853,1.60341,46.7744,28.5042,1.62854,0.00756062
174,Clumpy,11.8194,4.52421,10.0693,4.69423,24.2364,14.8038,24.3592,14.6052,58.0008,22.1365,3,1.41421,512.6,124.243,6.8934,5.09285,0.100726,0.016752,8.54706,2.06498,3798.37,123.219,5.91339,0.530533,18.6366,2.31094,51.546,64.2361,1.62506,0.00813633
176,Diffuse,40.0763,27.2118,39.4534,28.4259,7.0325,2.01738,7.69625,0.0654074,16.9331,25.2809,2.4,3.36155,135.4,8.79204,0.061,0.0615995,0.447065,0.0313578,2.25657,0.146595,3428.12,11.6219,6.56299,0.136559,15.6926,4.74073,14.7853,1.95553,1.35346,0.00510946
177,Clumpy,12.5707,5.39936,13.065,5.07228,21.4652,9.66989,21.4652,9.66989,58.96,7.65943,3,1.22474,738.8,27.7795,9.9956,7.71857,0.0604317,0.00793334,12.3351,0.47936,4029.37,355.693,5.88005,0.256512,18.9598,1.63031,37.1972,29.6,1.63172,0.0111175
178,Clumpy,16.8123,11.6247,16.8123,11.6247,26.1562,9.84038,26.1562,9.84038,56.0407,15.1247,2.2,0.83666,527.8,96.422,13.2078,13.5693,0.0808703,0.0200417,8.80643,1.61026,4387.18,903.027,5.89044,0.43322,17.3731,2.34156,18.6724,7.92351,1.61765,0.00323352
179,Clumpy,11.1655,4.36927,11.1655,4.36927,19.0779,2.43208,18.7166,3.2262,68.8759,3.55046,3,0.707107,589.4,172.709,3.5206,5.47928,0.102411,0.0527177,9.87053,2.91302,3728.48,42.8068,5.57691,0.196585,21.9518,1.27094,21.3289,22.2333,1.62035,0.00605839
181,Clumpy,7.83643,3.90888,7.3643,4.01921,21.9759,4.90295,21.9759,4.90295,73.5145,16.4113,3,0.707107,713.4,163.937,6.642,7.31517,0.0719245,0.0182276,11.9145,2.76761,3656.19,95.7315,5.4806,0.400803,22.552,2.40702,29.7237,29.9577,1.62176,0.010706
