participant_id,condition,count_time,count_topic,count_typing,PC1,PC2,PC3
1,diffuse,3.0,4.0,5.0,1.2913658838731168,2.23103330172122,1.7153052113215663
2,diffuse,3.0,4.0,2.0,0.1870296865833243,0.5074296722076002,-0.47778213114407264
4,clumpy,4.0,5.0,2.0,1.4271048657431464,0.5738107465022385,-1.1543965730585384
5,diffuse,2.0,3.0,3.0,-0.6849334268132337,1.0155831410841683,0.9298614249256067
8,clumpy,3.0,6.0,5.0,2.9687059302595884,1.1418133763703944,1.7267211215774574
10,diffuse,3.0,7.0,2.0,2.703039756163032,-1.126400215818638,-0.4606582657602363
11,diffuse,1.0,2.0,1.0,-2.661232737499584,-0.1998670195528831,0.14441763852964684
13,diffuse,1.0,2.0,1.0,-2.661232737499584,-0.1998670195528831,0.14441763852964684
14,clumpy,3.0,4.0,3.0,0.5551417523465885,1.0819642153788067,0.25324698301114035
15,clumpy,1.0,6.0,1.0,0.6934473552733591,-2.378306870254534,0.1672494590414283
16,clumpy,4.0,9.0,2.0,4.78178495851609,-1.6046291041994123,-1.1315647525467571
25,clumpy,0.0,0.0,0.0,-5.108090005615907,-0.2961726743433153,0.08429501116095461
26,clumpy,7.0,6.0,5.0,4.574326554125934,3.5857775242505983,-1.002568466592189
39,clumpy,2.0,6.0,2.0,1.46296457700321,-1.1927812901132762,0.2159561761542299
40,clumpy,1.0,0.0,1.0,-4.338572783886056,0.8893529057979424,0.13300172827375611
41,clumpy,2.0,2.0,1.0,-2.2598275815329982,0.411124017417168,-0.5379047585127648
43,diffuse,2.0,4.0,3.0,0.1537365963800026,0.47097317840875563,0.9355693800535521
44,diffuse,5.0,3.0,1.0,-0.21694209044000345,1.6994871656519086,-2.5791639945120535
48,diffuse,4.0,5.0,0.0,0.6908807342166181,-0.5752583398401746,-2.616454801368964
50,clumpy,6.0,5.0,2.0,2.229915177676319,1.7957928204423408,-2.5190413671433616
53,diffuse,4.0,4.0,3.0,0.9565469083131743,1.6929552523488578,-0.42907541403127114
54,diffuse,3.0,3.0,3.0,-0.2835282708466469,1.6265741780542196,0.24753902788319504
56,clumpy,3.0,7.0,3.0,3.0711518219262963,-0.5518656726474314,0.2703708483949767
57,clumpy,2.0,3.0,1.0,-1.421157558339762,-0.13348594525824475,-0.5321968033848192
59,clumpy,2.0,6.0,6.0,2.9354128400562676,1.10535688257155,3.140072632775082
60,diffuse,5.0,9.0,4.0,5.919414246009206,0.15543101911305213,-0.35182892127874266
61,diffuse,0.0,4.0,1.0,-1.3852978470796988,-1.9000779818737596,0.8381559458279491
62,diffuse,2.0,3.0,1.0,-1.421157558339762,-0.13348594525824475,-0.5321968033848192
63,diffuse,1.0,2.0,1.0,-2.661232737499584,-0.1998670195528831,0.14441763852964684
72,clumpy,4.0,11.0,3.0,6.827237070665827,-2.1193144863790314,-0.38911972813565354
73,clumpy,0.0,1.0,1.0,-3.9013079166594062,-0.26624809384752146,0.8210320804441129
74,diffuse,4.0,4.0,4.0,1.3246589740764385,2.2674897955200644,0.30195370012394185
75,clumpy,3.0,0.0,1.0,-3.5357624719528835,2.1113349797380443,-1.2316430658110669
80,diffuse,1.0,4.0,2.0,-0.6157806253498483,-0.714552401732502,0.8868626629407506
85,diffuse,2.0,2.0,1.0,-2.2598275815329982,0.411124017417168,-0.5379047585127648
88,clumpy,3.0,5.0,4.0,1.7619238413030889,1.1118887958746004,0.9899840522942991
89,clumpy,3.0,4.0,2.0,0.1870296865833243,0.5074296722076002,-0.47778213114407264
92,diffuse,1.0,1.0,1.0,-3.4999027606928204,0.3447429431225296,0.13870968340170142
94,diffuse,2.0,2.0,1.0,-2.2598275815329982,0.411124017417168,-0.5379047585127648
95,diffuse,0.0,3.0,1.0,-2.2239678702729346,-1.355468019198347,0.8324479907000037
96,diffuse,3.0,4.0,4.0,0.9232538181098526,1.6564987585500133,0.9842760971663533
97,diffuse,3.0,5.0,1.0,0.6575876440132964,-0.6117148336390191,-1.2031032901713399
100,diffuse,2.0,1.0,2.0,-2.73038553896297,1.5302685232637874,0.18741640051450292
102,diffuse,3.0,9.0,2.0,4.380379802549504,-2.2156201411694636,-0.44924235550434566
