spatial,wiki,n,r_pearson,p_pearson,rho_spearman,p_spearman,r_partial,p_partial,p_fdr,fdr_significant
heading_variability_sd,seq_typing_entropy,132,-0.05541207360302342,0.5279972379439769,-0.04398461013294649,0.6165254513244911,-0.11257841236852027,0.2004594914963833,0.8693980755381744,False
patch_leaving_distance_mean,count_time,117,0.10520362367790985,0.2589529953309572,-0.046209295265576725,0.620792229945752,0.1537365308192188,0.09941997832541172,0.7423353487559324,False
patch_leaving_distance_mean,count_topic,117,0.03131998583811147,0.737457346208547,-0.04665202992744546,0.6174461786502419,0.03625229857762592,0.6992390935167363,0.9556464431004119,False
patch_leaving_distance_mean,count_typing,117,-0.03389367408557181,0.7167661103855045,-0.11180130969885345,0.2301010378229617,-0.057401821205521286,0.5405071861341122,0.9556464431004119,False
patch_leaving_distance_mean,PC1,117,0.04194789781349814,0.6533869041358145,-0.053353715773007994,0.5677829990456844,0.052956372929762366,0.5723613806714307,0.9556464431004119,False
patch_leaving_distance_mean,seq_typing_mean_run_explore,115,0.13809111413811725,0.14108959786476827,0.12805574325276559,0.1726099414540268,0.15489329432488108,0.09986078617037952,0.730097857471973,False
patch_leaving_distance_mean,seq_typing_entropy,117,-0.24568355641782672,0.00758524063751635,-0.14980100694601092,0.10694915905265552,-0.2216355216178699,0.01680010327998982,0.730097857471973,False
patch_leaving_distance_sd,count_time,103,0.1362760616416327,0.16988154679271866,-0.06621026704512811,0.5063769035446245,0.14763229836983074,0.1386694829799069,0.730097857471973,False
patch_leaving_distance_sd,count_topic,103,0.01307317426308775,0.8957242202224338,-0.023811158727460292,0.8113060544444981,-0.01204808603404915,0.9043370715449375,0.9712672267472173,False
patch_leaving_distance_sd,count_typing,103,0.07846405793619969,0.43080178485032394,-0.0488067686565318,0.6244301659656737,0.06890023119861109,0.49138952754066123,0.7846025736555778,False
patch_leaving_distance_sd,PC1,103,0.050986299808156485,0.6090204756077314,-0.04000746889503388,0.688245735457008,0.033001614307235735,0.7419426189816944,0.9075809321198923,False
patch_leaving_distance_sd,seq_typing_mean_run_explore,102,-0.02312655982577454,0.8175330761574001,0.023899696649549003,0.8115442570849571,-0.04119828075007788,0.6824973165197921,0.9556464431004119,False
patch_leaving_distance_sd,seq_typing_entropy,103,-0.06682793654300567,0.5024100315114286,-0.08611678453639807,0.38707619919109987,-0.020519073410062386,0.8378065411117706,0.8612743397338776,False
levy_alpha_mean,count_time,132,0.005774970363767194,0.9476016730782497,-0.002199260353672425,0.9800332031637806,-0.038537213154432766,0.6621014783137742,0.9885014248574279,False
levy_alpha_mean,count_topic,132,0.05399332683576196,0.5386308535176677,0.049199567244450765,0.5753272541992073,0.016839341391382517,0.848602840882968,0.8693980755381744,False
levy_alpha_mean,count_typing,132,0.02048409198887754,0.8156601886236327,0.00886764461565096,0.9196183780600231,-0.07896113407611281,0.36999080772242343,0.9556464431004119,False
levy_alpha_mean,PC1,132,0.044787965128467076,0.6100960710361498,0.04452080267916358,0.6122309497734133,-0.007257785223545551,0.934428764467256,0.9075809321198923,False
levy_alpha_mean,seq_typing_mean_run_explore,130,0.07506103619451336,0.39601487785948697,0.08631251418556644,0.3288499453451234,0.11863713050286098,0.18054536360169382,0.7605039333765344,False
levy_alpha_mean,seq_typing_entropy,132,-0.15822476089737383,0.06998525224599868,-0.1263952424804725,0.14869467764874297,-0.14116510825588285,0.10777214855520789,0.730097857471973,False
levy_alpha_sd,count_time,132,0.13144537828972616,0.13300541234698565,0.16233754053856214,0.0629233408201515,0.13401482923663757,0.12699451757133895,0.730097857471973,False
levy_alpha_sd,count_topic,132,0.11362521390221139,0.19454743730725763,0.12974347090178487,0.13814458548656594,0.10358829748333334,0.23902407168940432,0.730097857471973,False
levy_alpha_sd,count_typing,132,0.10451909786395167,0.2329941780438934,0.12836651399400653,0.1424121005734586,0.1019034110384888,0.24679170516786564,0.7423353487559324,False
levy_alpha_sd,PC1,132,0.12966074364674596,0.13839819464295217,0.13831330483541962,0.11374176365509965,0.12232733012867897,0.16394817195024447,0.730097857471973,False
levy_alpha_sd,seq_typing_mean_run_explore,130,0.04365091587302094,0.6219240441929471,0.05004687902968542,0.5717571360320154,0.02608572241366821,0.7691835498285642,0.9175928520879547,False
levy_alpha_sd,seq_typing_entropy,132,0.010510344080716997,0.9047925453801924,-0.046385573780882344,0.597398503354579,0.05175473328900296,0.5571524021430991,0.9752254980145786,False
