participant_id,condition,count_time,count_topic,count_typing,PC1,PC2,PC3
1,diffuse,4.5,7.5,5.5,5.623636258171337,2.61710584073486,1.269061946859635
2,diffuse,3.0,6.0,2.0,3.4865600500855276,-0.5500877862267917,-0.19783607623776733
4,clumpy,4.0,2.5,2.0,0.2046972614225817,0.8307976760781823,-0.9544945040532875
5,diffuse,3.0,3.0,2.0,0.5447726941497484,0.036107493502159915,-0.24539915519481514
8,clumpy,3.5,5.0,4.5,2.8959675234699453,1.7186667056322653,1.2177745775703954
10,diffuse,4.0,0.0,1.0,-2.3727490133500124,0.6293495102634519,-1.706950042374825
11,diffuse,1.0,1.5,1.0,-1.3525227151685133,-1.7547210374646152,0.42033600420059203
13,diffuse,1.5,0.0,1.5,-2.685326757425615,-0.768155796828446,0.4023801998012514
14,clumpy,2.0,1.0,2.0,-1.566641336402901,-0.2700866226330696,0.42406029453278404
15,clumpy,3.0,2.0,2.0,-0.4358230911621783,0.2315059200784768,-0.2612535148471644
16,clumpy,3.5,2.0,3.0,-0.23475504970500083,1.2699456369779325,0.1009820398273511
18,diffuse,2.0,6.0,2.0,3.33633759015673,-1.2470787555146552,0.5033320927945304
25,clumpy,0.0,0.0,0.5,-3.036617258811589,-2.503586483015765,0.7413128141590336
26,clumpy,6.5,0.0,4.5,-1.556344023303295,4.786631746377442,-0.9650017277882434
39,clumpy,2.5,3.0,3.0,0.5956182756781283,0.3775562411137514,0.8180045685119981
40,clumpy,0.5,4.5,1.5,1.5771318165492563,-2.3444396857097365,1.1748929872691207
41,clumpy,2.5,1.5,1.5,-1.0642106195289287,-0.36426246740505785,-0.2750064297525222
43,diffuse,2.0,3.0,3.0,0.52050704571373,0.029060756469819538,1.1685886530281469
44,diffuse,2.5,2.0,1.5,-0.5739127268729658,-0.4619616806932165,-0.2670792499263476
48,diffuse,3.5,0.5,0.5,-2.020540756404837,-0.16181730379640058,-1.7048485976278331
50,clumpy,4.0,1.5,2.0,-0.7758985238893441,1.0261961026544997,-0.9703488637056363
53,diffuse,5.0,1.5,3.0,-0.4997192524677687,2.4131313041978864,-0.9586973935472696
54,diffuse,2.5,1.0,2.5,-1.4285517006921133,0.42338097813862374,0.4298860296119674
56,clumpy,4.0,4.5,3.0,2.2918456435392134,1.129945055181071,-0.2099661455579247
57,clumpy,1.5,1.5,0.5,-1.3403898909505043,-1.751197668948445,-0.28665789991088897
59,clumpy,3.0,6.0,5.0,3.8644304845638633,1.519744910539778,1.9406228413342255
60,diffuse,5.0,0.0,4.0,-1.8446561189428796,3.3961731763178857,-0.26965929383512943
61,diffuse,1.0,2.0,2.0,-0.7362680110197717,-1.1624760184972505,1.141082823217431
62,diffuse,2.0,2.5,1.0,-0.22170446992779036,-1.2531284947530685,-0.2649778051793563
63,diffuse,2.5,6.5,1.0,3.7757899012843126,-1.6862267164144051,-0.552144451086108
71,clumpy,2.0,0.0,2.0,-2.5472371217148275,-0.07468819605675225,0.4082059348804348
72,clumpy,3.5,4.0,2.0,1.6004797094260734,0.1892045515697749,-0.5801288800586146
73,clumpy,0.0,0.0,1.0,-2.9736388530651996,-2.158614366888003,1.0977226337543657
74,diffuse,3.0,0.0,3.0,-2.2710578502932517,1.3122470054866344,0.4198574050388013
75,clumpy,2.5,0.0,1.0,-2.5980827032432074,-0.41613694366834375,-0.6551977888263782
79,clumpy,4.0,9.0,0.0,6.326656242964545,-1.8191805611789256,-2.2770804446943456
80,diffuse,1.5,1.5,3.0,-1.025497862218558,-0.02633708830963677,1.4953911980657717
82,clumpy,3.0,7.0,1.0,4.341199023904674,-1.435430445058632,-0.8948013557760823
85,diffuse,2.0,0.0,1.0,-2.673193933207606,-0.7646324283122756,-0.3046137043102295
88,clumpy,3.0,0.0,4.0,-2.1451010388004734,2.0021912377421582,1.1326770442294656
89,clumpy,3.0,6.0,2.0,3.4865600500855276,-0.5500877862267917,-0.19783607623776733
90,clumpy,3.0,1.0,0.0,-1.6683324994596616,-0.9529841178562524,-1.7027471528808422
92,diffuse,1.0,0.0,1.0,-2.823416393136403,-1.4616233976001394,0.3965544647220681
