participant_id,condition,trial,map_id,explore_dur_mean,explore_dur_median,exploit_dur_mean,exploit_dur_median,pct_time_exploit,n_transitions,total_collected,time_to_first_resource,inter_resource_mean,collection_rate,path_length,coverage_entropy,heading_variability,patch_leaving_distance,levy_alpha
1,Diffuse,1,Diffuse_5,42.217,42.217,8.834,8.834,29.5032,2,107,0.044,0.562575,1.7833,3445.22,5.86317,15.5765,8.06226,1.33316
1,Diffuse,2,Diffuse_2,11.0943,5.25,13.2755,13.2755,44.3744,4,104,0.003,0.578,1.7333,3436.97,6.02958,18.9334,5.58114,1.32699
1,Diffuse,3,Diffuse_3,10.609,10.609,38.6,38.6,64.5291,2,150,0.125,0.40147,2.49996,3437.14,6.21203,18.4941,4.12311,1.37445
1,Diffuse,4,Diffuse_4,10.6833,5.483,9.27267,13.034,46.4656,5,114,0.007,0.528177,1.9,3439.91,6.13857,17.7295,14.4031,1.33932
1,Diffuse,5,Diffuse_5,6.6738,3.083,6.62075,5.05,44.2475,8,134,0,0.451523,2.23609,3450.16,6.29933,16.4408,9.80196,1.35623
2,Diffuse,1,Diffuse_3,18.0227,13.517,2.8745,2.8745,9.61098,4,120,0.127,0.494639,1.99993,3463.16,5.97547,15.2729,12.9043,1.35675
2,Diffuse,2,Diffuse_4,28.9745,28.9745,1.85,1.85,3.0937,2,146,0.015,0.413669,2.43333,3439.62,6.56721,13.8726,18.4391,1.35976
2,Diffuse,3,Diffuse_2,59.783,59.783,,,0,0,113,0.008,0.53275,1.8833,3443.06,6.56477,14.362,,1.34438
2,Diffuse,4,Diffuse_5,59.849,59.849,,,0,0,109,0.039,0.552944,1.81664,3447.05,6.45683,14.0569,,1.32779
2,Diffuse,5,Diffuse_2,6.987,2.55,6.2205,6.2415,41.5969,8,117,0.015,0.513784,1.94997,3433.97,6.13691,17.2493,13.1705,1.34845
4,Clumpy,1,Clumpy_4,13.95,13.95,45.9,45.9,76.6917,1,298,0.455,0.133165,4.96617,3809.11,5.00601,17.8343,29.5466,1.61469
4,Clumpy,2,Clumpy_5,25.1,25.1,34.8,34.8,58.0968,1,391,25.201,0.0816641,6.51656,3839.84,5.36832,19.9561,,1.62377
4,Clumpy,3,Clumpy_3,31.35,31.35,28.517,28.517,47.6339,1,471,31.447,0.0607468,7.84948,3937.71,6.28504,20.1554,,1.63375
4,Clumpy,4,Clumpy_4,10.616,10.616,24.6255,24.6255,82.2674,2,793,0.445,0.0747677,13.2142,3627.04,5.39243,21.8972,80.0562,1.63006
4,Clumpy,5,Clumpy_1,18.683,18.683,22.517,22.517,37.6017,2,370,9.133,0.0554634,6.16667,3981.7,6.33943,20.8634,85.3815,1.62594
5,Diffuse,1,Diffuse_3,58.419,58.419,1.442,1.442,2.40891,1,132,0.002,0.451191,2.19982,3452.53,6.33665,14.6903,8.24621,1.36496
5,Diffuse,2,Diffuse_2,59.758,59.758,,,0,0,105,0,0.579291,1.7555,3440.3,6.1195,12.2633,,1.32585
5,Diffuse,3,Diffuse_1,5.2805,5.5125,12.8443,7.418,64.5931,6,110,0.14,0.545174,1.84282,3436.99,5.85837,18.7264,8.4165,1.3477
5,Diffuse,4,Diffuse_1,9.53,9.53,13.6003,10.612,68.1596,4,109,0.452,0.549435,1.81658,3432.46,6.00618,19.5111,4.7827,1.33657
5,Diffuse,5,Diffuse_1,13.9087,14.836,8.552,8.552,29.0736,4,127,0.394,0.466472,2.15741,3383.98,6.40281,16.4105,11.4075,1.34922
8,Clumpy,1,Clumpy_3,12.1175,12.1175,35.649,35.649,59.5301,2,396,20.409,0.0889013,6.59912,4428.57,5.65168,18.7339,18.1108,1.61416
8,Clumpy,2,Clumpy_1,17.609,17.609,24.649,24.649,41.1729,2,374,21.389,0.0656836,6.23198,3937.87,6.16187,17.3581,21.2603,1.62333
8,Clumpy,3,Clumpy_4,34.334,34.334,12.775,12.775,42.6658,2,465,0.442,0.128269,7.74974,5123.28,6.39226,15.891,18.0278,1.61357
8,Clumpy,4,Clumpy_3,47.666,47.666,12.116,12.116,20.267,1,355,47.45,0.0338955,5.93675,7592.03,6.64304,13.0582,,1.62611
8,Clumpy,5,Clumpy_2,10.442,10.442,19.141,19.141,64.7027,3,569,13.784,0.0795458,9.611,3675.22,5.68538,18.1241,25,1.61381
10,Diffuse,1,Diffuse_2,47.732,47.732,12.099,12.099,20.222,1,128,0.005,0.469866,2.13298,3438.96,6.43441,16.4459,18.0278,1.35995
10,Diffuse,2,Diffuse_3,59.899,59.899,,,0,0,118,0.123,0.498137,1.96647,3445.94,6.69324,12.7135,,1.33531
10,Diffuse,3,Diffuse_1,27.651,27.651,32.232,32.232,53.825,1,118,0.459,0.506966,1.96637,3425.1,6.40643,19.9625,12.53,1.34512
10,Diffuse,4,Diffuse_3,47.565,47.565,12.034,12.034,20.1916,1,131,1.916,0.443023,2.19445,3423.62,6.70041,16.559,9.48683,1.34764
10,Diffuse,5,Diffuse_5,59.765,59.765,,,0,0,133,1.015,0.44771,2.22471,3441.21,6.62412,10.6821,,1.34734
11,Diffuse,1,Diffuse_5,27.944,27.944,4.013,4.013,6.69939,2,98,0.05,0.612031,1.63303,3444.29,5.85457,13.9258,12.8062,1.32764
11,Diffuse,2,Diffuse_4,42.744,42.744,8.5785,8.5785,28.6423,2,115,0.006,0.523395,1.91644,3435.65,6.00353,19.0261,8.06226,1.35397
11,Diffuse,3,Diffuse_5,13.077,13.545,6.89,6.523,34.5069,5,116,0.039,0.51827,1.93304,3439.52,6.01552,18.4998,14.1618,1.34313
11,Diffuse,4,Diffuse_5,26.639,26.639,6.522,6.522,10.9064,2,107,0.969,0.55679,1.78927,3436.31,6.23551,15.9577,19.6977,1.33597
11,Diffuse,5,Diffuse_1,59.9,59.9,,,0,0,114,0.46,0.519,1.89965,3444.12,6.19745,15.4304,,1.33824
13,Diffuse,1,Diffuse_2,10.9777,5.217,13.442,13.442,44.9437,4,103,0.028,0.58748,1.71664,3411.43,6.26369,21.119,5.83502,1.33627
13,Diffuse,2,Diffuse_3,59.867,59.867,,,0,0,132,0.125,0.44987,2.19974,3446.73,6.69709,12.7393,,1.34715
13,Diffuse,3,Diffuse_2,15.578,5.65,6.5745,6.5745,21.9578,4,129,0.008,0.467305,2.14982,3431.12,6.54161,17.3416,5.0368,1.34266
13,Diffuse,4,Diffuse_4,46.2,46.2,13.666,13.666,22.8276,1,134,0.013,0.448368,2.23292,3447.46,6.47049,16.383,,1.35132
13,Diffuse,5,Diffuse_3,22.8915,22.8915,14.084,14.084,23.5255,2,130,0.127,0.460333,2.16638,3424.18,6.31914,17.9584,6.7082,1.35192
14,Clumpy,1,Clumpy_4,10.3435,10.3435,13.04,8.258,65.4104,4,693,0.444,0.0860549,11.5498,4324.71,6.20346,20.5924,65.6053,1.61256
14,Clumpy,2,Clumpy_4,22.606,22.606,18.5275,18.5275,62.1093,2,673,0.346,0.0882753,11.2745,3785.14,6.15649,20.7492,17.0294,1.60426
14,Clumpy,3,Clumpy_5,7.019,7.019,22.9175,22.9175,76.5537,3,724,8.988,0.0702656,12.0661,3658.19,5.2193,24.8272,55.3173,1.62363
14,Clumpy,4,Clumpy_1,19.6665,19.6665,20.535,20.535,34.3005,2,379,35.327,0.0527593,6.31667,4003.85,6.14742,18.5439,35.7351,1.63859
14,Clumpy,5,Clumpy_5,18.276,18.276,23.224,23.224,38.8517,2,357,6.733,0.0639635,5.9705,3939.11,5.88881,21.0216,1.41421,1.63158
15,Clumpy,1,Clumpy_5,11.4735,11.4735,18.458,18.458,61.6675,3,575,8.69,0.0892643,9.58301,3787.81,5.77615,14.1848,1.41421,1.60769
15,Clumpy,2,Clumpy_5,14.3815,14.3815,15.549,15.549,51.9504,3,557,23.789,0.0651079,9.28333,3825.91,5.92887,15.5995,0,1.61466
15,Clumpy,3,Clumpy_3,10.703,10.703,38.495,38.495,64.2644,2,735,8.162,0.0501308,12.2498,3789.1,5.82047,16.6304,22.2036,1.64161
15,Clumpy,4,Clumpy_4,3.6915,3.6915,26.2305,26.2305,87.6629,3,580,0.449,0.0915579,9.66651,3557.15,4.9837,19.2845,3,1.59885
15,Clumpy,5,Clumpy_3,33.465,33.465,26.314,26.314,44.0188,1,353,33.198,0.0743267,5.88333,3962.09,6.16616,15.9375,,1.62814
16,Clumpy,1,Clumpy_3,33.38,33.38,26.472,26.472,44.2291,1,324,32.297,0.0791115,5.39973,5713.62,6.13042,17.0475,,1.6383
16,Clumpy,2,Clumpy_4,17.338,17.338,8.40733,8.251,42.1083,4,399,0.446,0.147023,6.649,3902.91,6.21126,17.8208,88.4017,1.61004
16,Clumpy,3,Clumpy_2,22.615,22.615,7.3295,7.3295,24.4769,3,226,35.213,0.109116,3.76648,7235.2,6.65692,14.8758,47.4131,1.62028
16,Clumpy,4,Clumpy_1,4.0955,4.0955,25.8355,25.8355,86.3169,3,631,2.457,0.0902571,10.5161,3715.22,5.66222,15.23,1,1.63214
16,Clumpy,5,Clumpy_2,17.885,17.885,12.021,12.021,40.1959,3,372,21.739,0.103075,6.19876,4462.93,6.34334,17.1831,13.3417,1.62119
18,Diffuse,1,Diffuse_2,27.549,27.549,4.768,4.768,7.96445,2,135,0.007,0.4455,2.25004,3449.75,6.70863,12.6157,8.94427,1.34419
18,Diffuse,2,Diffuse_4,59.847,59.847,,,0,0,143,0.004,0.420063,2.38337,3443.91,6.53786,13.991,,1.34883
18,Diffuse,3,Diffuse_3,11.3053,4.402,8.65633,7.768,43.3648,5,118,0.123,0.511701,1.96545,3448.5,6.1693,18.1784,10.3617,1.35196
18,Diffuse,4,Diffuse_4,59.811,59.811,,,0,0,128,0,0.473762,2.136,3444.92,6.77516,12.6114,,1.3417
18,Diffuse,5,Diffuse_5,59.815,59.815,,,0,0,144,0.041,0.417126,2.40004,3445.71,6.52446,13.6521,,1.34664
25,Clumpy,1,Clumpy_1,18.465,3.867,2.1935,2.1935,7.33833,4,317,17.033,0.119297,5.28325,4629.58,6.2606,12.9492,33.9701,1.63379
25,Clumpy,2,Clumpy_2,20.4575,20.4575,18.883,18.883,31.578,2,207,31.101,0.130981,3.44994,5204.74,6.50705,14.2378,47.3814,1.63038
25,Clumpy,3,Clumpy_2,6.59025,7.293,8.368,7.771,55.9424,7,414,3.2,0.136598,6.89989,3858.08,5.56941,14.2798,9.89949,1.5995
25,Clumpy,4,Clumpy_4,24.0585,24.0585,11.716,11.716,19.5812,2,322,0.448,0.182081,5.36667,5650.06,6.13931,11.3802,1.41421,1.62936
25,Clumpy,5,Clumpy_4,6.741,6.741,23.1585,23.1585,77.4545,3,549,0.447,0.107876,9.14985,3687.51,5.46675,16.5037,57.0088,1.61073
26,Clumpy,1,Clumpy_3,59.833,59.833,,,0,0,156,14.013,0.249052,2.59961,4236.57,7.18953,10.1855,,1.6349
26,Clumpy,2,Clumpy_2,6.3825,6.3825,47.118,47.118,78.6834,2,529,7.315,0.0914527,8.81549,3675.57,5.10349,20.0702,91,1.60753
26,Clumpy,3,Clumpy_4,9.995,9.995,24.919,24.919,83.2952,2,448,0.447,0.133034,7.46555,3745.68,5.56649,20.3606,24.1868,1.63023
26,Clumpy,4,Clumpy_3,6.9085,6.9085,23.0415,23.0415,76.9332,3,671,5.294,0.0803119,11.1824,3773.17,5.5328,19.4266,31.6228,1.62554
26,Clumpy,5,Clumpy_5,11.938,11.938,35.256,35.256,59.6225,2,391,15.016,0.110849,6.60774,3755.11,5.72566,16.7244,11.0454,1.60839
39,Clumpy,1,Clumpy_1,37.026,37.026,22.808,22.808,38.1188,1,372,20.986,0.0982156,6.19907,4493.76,5.8241,14.502,,1.63094
39,Clumpy,2,Clumpy_3,41.813,41.813,18.003,18.003,30.0973,1,361,41.007,0.0493583,6.01576,3985.98,6.48656,12.5138,,1.63733
39,Clumpy,3,Clumpy_1,13.506,13.506,16.435,16.435,54.8913,3,379,18.168,0.10832,6.31667,4454.29,5.66981,15.9643,13,1.63238
39,Clumpy,4,Clumpy_3,2.7525,2.7525,27.1805,27.1805,90.8045,3,787,1.974,0.0738092,13.1154,3608.46,4.89612,16.9464,1.41421,1.63152
39,Clumpy,5,Clumpy_2,8.018,8.018,21.8985,21.8985,73.1987,3,566,8.928,0.0887416,9.43302,3655.88,5.18632,16.3007,1.41421,1.61267
40,Clumpy,1,Clumpy_5,16.846,17.985,4.65,4.65,15.542,4,417,12.773,0.11351,6.94965,6392.38,6.66338,15.1,49.7173,1.61265
40,Clumpy,2,Clumpy_3,59.888,59.888,,,0,0,375,23.649,0.094123,6.24969,5772.71,6.40861,12.6865,,1.63485
40,Clumpy,3,Clumpy_3,13.485,13.485,32.919,32.919,54.9667,2,596,6.658,0.0854134,9.93284,3813.48,5.79383,13.9079,29.1204,1.62308
40,Clumpy,4,Clumpy_1,11.255,8.691,4.94,6.503,24.766,6,301,14.913,0.150297,5.01633,9213.59,5.76728,13.9784,27.0587,1.637
40,Clumpy,5,Clumpy_4,13.117,13.117,16.8195,16.8195,56.1839,3,289,0.444,0.185028,4.81651,3829.76,5.2658,17.6762,64.5083,1.62589
41,Clumpy,1,Clumpy_2,38.95,38.95,20.866,20.866,34.8836,1,265,37.494,0.0847689,4.41652,3949.02,6.25907,19.2242,,1.63589
41,Clumpy,2,Clumpy_3,10.934,10.934,19.0085,19.0085,63.4833,3,394,9.44,0.0960585,6.56656,3762.7,5.26975,23.9051,7.07107,1.64164
41,Clumpy,3,Clumpy_2,1.583,1.583,58.217,58.217,97.3528,1,536,2.662,0.103241,8.93304,3567.5,4.30695,23.2029,,1.60631
41,Clumpy,4,Clumpy_1,10.7995,10.7995,38.217,38.217,63.8909,2,453,16.425,0.0949845,7.54962,3751.69,5.21785,23.6666,18.1108,1.62137
41,Clumpy,5,Clumpy_1,15.8265,15.8265,13.7245,13.7245,46.4434,3,441,4.569,0.123939,7.45789,3853.81,6.06692,19.6121,27.8568,1.62818
43,Diffuse,1,Diffuse_2,59.872,59.872,,,0,0,146,0.008,0.411103,2.43325,3442.38,6.5756,9.52861,,1.35267
43,Diffuse,2,Diffuse_4,59.905,59.905,,,0,0,120,0.004,0.497941,1.99967,3449.94,6.59488,8.99317,,1.33343
43,Diffuse,3,Diffuse_4,59.854,59.854,,,0,0,121,0.015,0.487525,2.01653,3448.42,6.42969,9.10605,,1.34137
43,Diffuse,4,Diffuse_4,59.837,59.837,,,0,0,113,0.007,0.533071,1.88315,3445.75,6.20253,9.45805,,1.33218
43,Diffuse,5,Diffuse_1,59.788,59.788,,,0,0,123,0.25,0.493225,2.05706,5207.59,6.9126,8.53223,,1.33355
44,Diffuse,1,Diffuse_1,16.2267,19.4,5.6025,5.6025,18.7109,4,136,0.464,0.440096,2.26659,3435.65,6.51947,17.23,2,1.35625
44,Diffuse,2,Diffuse_2,59.867,59.867,,,0,0,124,0.013,0.486715,2.0666,3448.51,6.74032,11.7301,,1.34283
44,Diffuse,3,Diffuse_2,59.883,59.883,,,0,0,125,0.007,0.479444,2.08326,3439.93,6.40559,14.2263,,1.339
44,Diffuse,4,Diffuse_1,17.333,17.333,12.5675,12.5675,42.0311,3,119,0.458,0.496331,1.98327,3435.65,6.17129,16.7176,6.7082,1.34637
44,Diffuse,5,Diffuse_2,59.834,59.834,,,0,0,145,0.003,0.415854,2.41655,3442.72,6.53762,12.5846,,1.34504
48,Diffuse,1,Diffuse_5,13.7522,16.1465,1.63233,1.883,8.17447,6,118,0.05,0.499769,1.96663,3443.72,6.30988,18.1806,13.941,1.35196
48,Diffuse,2,Diffuse_1,14.7707,13.914,7.7575,7.7575,25.9331,4,146,0.457,0.409476,2.43329,3433.76,6.54127,16.0677,3.20711,1.35905
48,Diffuse,3,Diffuse_1,59.844,59.844,,,0,0,132,0.464,0.450321,2.19971,4024.32,6.75019,14.3856,,1.34021
48,Diffuse,4,Diffuse_4,18.0197,4.432,2.4825,2.4825,8.41183,4,125,0.282,0.476852,2.1171,3390.62,6.52275,17.9889,11.4601,1.34534
48,Diffuse,5,Diffuse_1,27.0135,27.0135,5.766,5.766,9.64327,2,132,0.462,0.453008,2.2,4603.51,6.69292,17.1057,5.09902,1.34657
53,Diffuse,1,Diffuse_5,59.814,59.814,,,0,0,124,0.039,0.485602,2.06656,5209.92,6.68155,7.48145,,1.33007
53,Diffuse,2,Diffuse_3,59.83,59.83,,,0,0,117,0.123,0.511328,1.94987,5801.32,6.72635,5.87973,,1.32856
53,Diffuse,3,Diffuse_3,59.796,59.796,,,0,0,125,0.131,0.479806,2.0833,5796.53,6.56561,4.66826,,1.34147
53,Diffuse,4,Diffuse_1,59.897,59.897,,,0,0,128,0.449,0.467953,2.13284,7579.87,6.97883,2.98213,,1.33392
53,Diffuse,5,Diffuse_3,59.814,59.814,,,0,0,131,0.132,0.460485,2.18326,6391.53,6.68776,3.38396,,1.33087
54,Diffuse,1,Diffuse_3,26.5425,26.5425,6.727,6.727,11.2469,2,117,0.133,0.509569,1.94981,3433.99,6.27102,14.8742,1.41421,1.34978
54,Diffuse,2,Diffuse_4,59.794,59.794,,,0,0,131,0.01,0.459569,2.18333,3446.79,6.71434,10.2374,,1.34214
54,Diffuse,3,Diffuse_3,59.899,59.899,,,0,0,121,0.126,0.492183,2.01663,3450.01,6.8805,8.37467,,1.33886
54,Diffuse,4,Diffuse_5,26.5075,26.5075,6.794,6.794,11.3595,2,109,0.044,0.554713,1.81664,3448.39,6.25589,11.7542,5.38516,1.32818
54,Diffuse,5,Diffuse_5,59.829,59.829,,,0,0,129,0.042,0.46325,2.14979,3451.8,6.80731,8.04616,,1.3503
56,Clumpy,1,Clumpy_5,10.2358,2.8535,6.29567,4.038,31.5678,6,341,26.033,0.0885676,5.68324,5164.12,6.19979,13.3515,32.3315,1.6554
56,Clumpy,2,Clumpy_2,8.50333,11.029,17.1765,17.1765,57.386,4,438,11.132,0.111826,7.29988,3877.11,6.09292,13.4052,16.2629,1.60261
56,Clumpy,3,Clumpy_3,20.956,20.956,17.951,17.951,29.9868,2,260,33.525,0.0837452,4.33312,4011.95,6.68481,11.534,11.4018,1.61513
56,Clumpy,4,Clumpy_3,5.095,7.342,14.8373,18.802,74.4385,5,637,1.595,0.086305,10.616,3732.81,5.87536,15.143,30.2977,1.61875
56,Clumpy,5,Clumpy_5,18.4025,18.4025,23.074,23.074,38.5344,2,302,27.978,0.0709502,5.03266,4033.92,6.47299,15.8676,55.8032,1.61152
57,Clumpy,1,Clumpy_5,9.451,9.451,20.4755,20.4755,68.4193,3,503,12.128,0.094747,8.38305,3791.32,5.54894,17.0776,30.0832,1.63816
57,Clumpy,2,Clumpy_1,13.8585,13.8585,16.059,16.059,53.6776,3,664,2.244,0.0637768,11.0669,3842.14,6.26667,16.2755,19.5278,1.63649
57,Clumpy,3,Clumpy_5,18.342,18.342,23.2,23.2,38.7416,2,321,13.327,0.0669813,5.35,3970.14,6.10637,18.0763,1.41421,1.63456
57,Clumpy,4,Clumpy_5,13.642,13.642,16.258,16.258,54.3746,3,514,16.326,0.0850858,8.56667,3835.89,6.08229,18.0973,35.0143,1.61987
57,Clumpy,5,Clumpy_2,8.608,8.608,21.259,21.259,71.1789,3,537,4.351,0.102769,8.98038,3768.47,5.69057,19.3106,42.107,1.63564
59,Clumpy,1,Clumpy_4,12.4763,15.788,7.48867,4.449,37.509,5,290,0.452,0.149325,4.83188,3986.8,6.13344,17.0631,29.8847,1.60025
59,Clumpy,2,Clumpy_2,6.36,6.36,23.547,23.547,78.7341,3,779,5.556,0.0688175,12.982,3641.83,5.67384,21.3795,73.0068,1.62205
59,Clumpy,3,Clumpy_2,19.4625,19.4625,20.507,20.507,34.505,2,287,11.367,0.0693427,4.82345,3965.17,6.37988,17.8921,29.2746,1.61373
59,Clumpy,4,Clumpy_5,10.0165,10.0165,19.8905,19.8905,66.5078,3,755,15.399,0.0591034,12.5831,3728.03,5.69357,20.9347,43.9318,1.63332
59,Clumpy,5,Clumpy_5,9.05467,9.059,16.346,16.346,54.6177,4,732,10.059,0.0539412,12.1994,3826.59,6.08536,20.464,47.8503,1.62335
60,Diffuse,1,Diffuse_2,59.831,59.831,,,0,0,120,0.057,0.495639,1.99987,4189.09,6.52202,9.41985,,1.34486
60,Diffuse,2,Diffuse_4,48.93,48.93,10.933,10.933,18.2634,1,109,0.011,0.551611,1.81655,3438.81,6.26275,15.6166,4.24264,1.32596
60,Diffuse,3,Diffuse_3,59.846,59.846,,,0,0,137,0.116,0.434537,2.28326,3447.68,6.63753,9.96285,,1.35586
60,Diffuse,4,Diffuse_2,59.729,59.729,,,0,0,144,0,0.415465,2.40746,3436.13,6.53847,12.2958,,1.35309
60,Diffuse,5,Diffuse_3,59.627,59.627,,,0,0,151,0.848,0.390235,2.52957,3435.9,6.79509,8.78389,,1.35561
61,Diffuse,1,Diffuse_1,59.825,59.825,,,0,0,134,0.47,0.43812,2.23326,3442.34,6.72237,12.3781,,1.34718
61,Diffuse,2,Diffuse_5,59.873,59.873,,,0,0,137,0.102,0.438493,2.2833,3446.39,6.73717,12.6668,,1.35443
61,Diffuse,3,Diffuse_2,58.361,58.361,,,0,0,130,0,0.46676,2.22546,3361.73,6.71938,12.3299,,1.33809
61,Diffuse,4,Diffuse_1,59.808,59.808,,,0,0,120,0.457,0.496454,1.99997,4030.76,6.77154,11.3615,,1.33884
61,Diffuse,5,Diffuse_5,59.792,59.792,,,0,0,126,0.043,0.478336,2.1,3436.74,6.4211,13.4857,,1.34111
62,Diffuse,1,Diffuse_1,59.825,59.825,,,0,0,136,0.459,0.434267,2.26663,3447.98,6.61087,8.58998,,1.35095
62,Diffuse,2,Diffuse_4,59.875,59.875,,,0,0,123,0.014,0.482303,2.05,3449.55,6.68371,9.04261,,1.33979
62,Diffuse,3,Diffuse_2,59.857,59.857,,,0,0,115,0.005,0.524333,1.91663,4040.54,6.59189,9.9401,,1.32533
62,Diffuse,4,Diffuse_5,59.84,59.84,,,0,0,129,0.043,0.464898,2.14996,3452.11,6.8104,6.94575,,1.3504
62,Diffuse,5,Diffuse_5,59.791,59.791,,,0,0,133,0.033,0.454235,2.21663,3448.07,6.72852,6.79308,,1.34149
63,Diffuse,1,Diffuse_4,30.037,30.037,29.75,29.75,49.76,1,99,0.008,0.600949,1.65006,3422.35,5.93911,21.6321,11.1803,1.34954
63,Diffuse,2,Diffuse_4,59.822,59.822,,,0,0,134,0.003,0.45091,2.23374,3444.63,6.42226,11.8526,,1.35084
63,Diffuse,3,Diffuse_5,27.261,27.261,5.216,5.216,8.73146,2,125,1.999,0.468463,2.09093,3441.9,6.30961,12.2377,4.12311,1.33871
63,Diffuse,4,Diffuse_1,50.972,50.972,8.832,8.832,14.7682,1,88,0.462,0.676103,1.46672,3442.59,5.90616,14.5481,5,1.334
63,Diffuse,5,Diffuse_5,59.588,59.588,,,0,0,115,0.9,0.518177,1.92759,3430.68,6.41528,11.7817,,1.34467
71,Clumpy,1,Clumpy_2,11.15,11.15,37.535,37.535,62.7308,2,457,10.121,0.0748904,7.61641,3820.23,5.88552,16.4233,32,1.63103
71,Clumpy,2,Clumpy_5,10.426,10.426,19.3745,19.3745,65.014,3,635,4.783,0.0853344,10.642,3749.97,5.63674,17.6863,8.60233,1.63725
71,Clumpy,3,Clumpy_4,4.68367,3.001,22.9005,22.9005,76.5238,4,543,0.449,0.104983,9.04729,3720.1,5.48284,18.6225,17.4452,1.62817
71,Clumpy,4,Clumpy_4,16.251,16.251,21.775,21.775,72.8249,2,700,0.446,0.0835279,11.6663,3689.02,5.70292,17.111,1.41421,1.62152
71,Clumpy,5,Clumpy_1,4.828,5.817,22.4585,22.4585,75.6166,4,719,7.566,0.0679457,12.0881,3734.4,5.68382,15.5558,51.0548,1.6306
72,Clumpy,1,Clumpy_1,23.624,23.624,36.235,36.235,60.5339,1,380,23.823,0.0935066,6.33333,3912.43,6.01289,18.2763,,1.62362
72,Clumpy,2,Clumpy_5,9.8595,9.8595,20.07,20.07,67.0576,3,706,7.278,0.0746894,11.7665,3731,5.73735,20.2073,65.2534,1.60949
72,Clumpy,3,Clumpy_2,5.656,5.656,24.274,24.274,81.1026,3,768,6.994,0.0685046,12.8,3619.15,5.45709,21.4003,79.2465,1.6236
72,Clumpy,4,Clumpy_1,17.319,17.319,25.225,25.225,42.1379,2,395,6.506,0.0595127,6.59421,3944.53,6.28366,24.3156,53.0094,1.64727
72,Clumpy,5,Clumpy_5,9.359,9.359,20.5205,20.5205,68.6775,3,651,12.424,0.0726877,10.8868,3780.54,5.92661,23.2178,82.662,1.62557
73,Clumpy,1,Clumpy_1,59.815,59.815,,,0,0,76,48.527,0.0162267,1.26658,6530.44,6.66332,17.0898,,1.64106
73,Clumpy,2,Clumpy_1,15.574,15.574,32.899,32.899,51.367,2,376,4.912,0.136141,6.26646,4637.49,6.02678,17.6482,71.8401,1.64271
73,Clumpy,3,Clumpy_5,,,,,,,,,,,,,,,
73,Clumpy,4,Clumpy_1,19.074,19.074,21.749,21.749,36.3107,2,359,19.992,0.0613128,5.98224,6314.27,6.09882,18.0594,0,1.62099
73,Clumpy,5,Clumpy_5,12.2315,12.2315,17.7085,17.7085,59.1466,3,608,15.396,0.0635371,10.1322,5592.86,5.91726,18.6835,25.4951,1.63754
74,Diffuse,1,Diffuse_3,59.92,59.92,,,0,0,126,0.125,0.473992,2.09983,3455.41,6.27113,10.7949,,1.36142
74,Diffuse,2,Diffuse_2,59.852,59.852,,,0,0,131,0.01,0.456285,2.18297,3448.3,6.55467,10.9894,,1.34339
74,Diffuse,3,Diffuse_4,16.3307,10.325,5.4385,5.4385,18.168,4,122,0.016,0.495058,2.0332,3421.79,5.8995,14.9666,9.62635,1.34149
74,Diffuse,4,Diffuse_2,21.6385,21.6385,8.3155,8.3155,27.7609,3,127,0.008,0.472889,2.11642,3410.35,6.25003,16.0637,4.49661,1.35939
74,Diffuse,5,Diffuse_1,59.803,59.803,,,0,0,127,0.448,0.469198,2.1166,3439.52,6.46412,13.241,,1.3462
75,Clumpy,1,Clumpy_3,7.55433,10.573,12.3993,8.009,62.1406,5,384,9.657,0.128068,6.39915,3847.04,5.43266,14.4154,10.0504,1.63217
75,Clumpy,2,Clumpy_1,10.219,8.825,14.586,14.586,48.759,4,375,4.823,0.0985241,6.25,3861,5.95472,15.3746,36.5064,1.62444
75,Clumpy,3,Clumpy_2,5.4816,5.711,8.11325,6.219,54.2139,8,536,2.339,0.106757,8.93244,3807.37,5.88583,13.8107,22.4487,1.61537
75,Clumpy,4,Clumpy_5,16.21,16.21,21.014,21.014,39.327,2,339,3.247,0.150624,6.33077,3525.69,6.21786,12.1529,22.6716,1.62455
75,Clumpy,5,Clumpy_1,5.6205,5.6205,22.936,22.936,80.318,3,695,4.728,0.074379,12.1472,3506.72,5.74551,15.165,3.60555,1.6308
80,Diffuse,1,Diffuse_3,52.787,52.787,7.08,7.08,11.8262,1,105,0.13,0.570625,1.74974,3446.97,6.10635,14.1712,18.6815,1.34067
80,Diffuse,2,Diffuse_3,22.601,22.601,37.278,37.278,62.2555,1,121,0.113,0.495225,2.0165,3438.59,6.06387,19.8456,,1.35499
80,Diffuse,3,Diffuse_1,,,59.858,59.858,100,0,114,0.449,0.527071,1.89965,3436.16,6.07227,22.9236,,1.34607
80,Diffuse,4,Diffuse_4,59.865,59.865,,,0,0,137,0.012,0.440441,2.28284,4033.3,6.65017,13.9824,,1.34073
80,Diffuse,5,Diffuse_3,59.826,59.826,,,0,0,131,0.11,0.457515,2.18326,4619.57,6.72117,13.5493,,1.34248
82,Clumpy,1,Clumpy_4,10.291,10.291,13.0937,18.548,65.6182,4,583,0.453,0.101079,9.71472,3728.93,5.47607,19.5565,2.11803,1.61824
82,Clumpy,2,Clumpy_3,8.4245,8.4245,41.048,41.048,70.8983,2,757,4.049,0.053429,13.0583,3624.7,5.99443,18.3445,36.6742,1.63875
