participant_id,condition,trial,map_id,explore_dur_mean,explore_dur_median,exploit_dur_mean,exploit_dur_median,pct_time_exploit,n_transitions,total_collected,time_to_first_resource,inter_resource_mean,collection_rate,path_length,coverage_entropy,heading_variability,patch_leaving_distance,levy_alpha
207,Clumpy,1,Clumpy_3,34.451,34.451,25.417,25.417,42.4551,1,378,5.274,0.140398,6.29937,3941.51,6.10477,17.9866,,1.6152
207,Clumpy,2,Clumpy_2,7.098,7.098,22.811,22.811,76.268,3,714,3.397,0.0787279,11.8996,3645.5,5.41854,20.5217,40.05,1.62139
207,Clumpy,3,Clumpy_2,17.449,17.449,24.967,24.967,41.7055,2,427,7.792,0.0563005,7.11536,3904.06,6.35743,19.8292,60.7289,1.63118
207,Clumpy,4,Clumpy_2,7.483,7.483,44.867,44.867,74.987,2,270,9.179,0.157747,4.5,3848.31,5.0848,22.218,30.3645,1.60245
207,Clumpy,5,Clumpy_4,5.249,5.249,26.8665,26.8665,91.1007,2,772,0,0.0769318,13.0551,3510.06,5.29345,20.3798,17,1.61327
208,Diffuse,1,Diffuse_2,59.848,59.848,,,0,0,119,0.004,0.508127,1.98297,3444.74,6.66488,12.6819,,1.33346
208,Diffuse,2,Diffuse_4,59.796,59.796,,,0,0,118,0.008,0.509085,1.96654,3439.98,6.19935,11.5739,,1.33593
208,Diffuse,3,Diffuse_2,59.863,59.863,,,0,0,111,0.012,0.544064,1.84972,3450.11,6.46577,10.4035,,1.3341
208,Diffuse,4,Diffuse_5,9.41225,9.566,7.41033,7.433,37.1259,6,118,0.042,0.511231,1.96637,3436.21,6.02395,19.3658,6.11706,1.35441
208,Diffuse,5,Diffuse_1,10.5827,9.291,4.383,3.6915,29.2869,7,116,0.459,0.507365,1.93314,3436.57,6.16602,16.5384,14.4877,1.34252
210,Diffuse,1,Diffuse_3,59.819,59.819,,,0,0,143,0.13,0.418762,2.3829,3437.62,6.67062,14.1509,,1.35788
210,Diffuse,2,Diffuse_4,59.869,59.869,,,0,0,144,0.014,0.419133,2.39992,3449.63,6.78232,9.07754,,1.34357
210,Diffuse,3,Diffuse_3,59.883,59.883,,,0,0,145,0.126,0.412618,2.41659,3449.33,6.86578,7.29079,,1.35432
210,Diffuse,4,Diffuse_5,59.865,59.865,,,0,0,160,0.047,0.377031,2.66622,3445.45,6.7924,9.8292,,1.35574
210,Diffuse,5,Diffuse_3,59.854,59.854,,,0,0,136,0.125,0.443237,2.26663,3446.77,6.84458,10.6797,,1.35028
211,Clumpy,1,Clumpy_3,16.04,16.04,43.778,43.778,73.1853,1,355,15.361,0.0983842,5.91617,4497.71,5.60126,15.5911,,1.61022
211,Clumpy,2,Clumpy_1,4.57733,2.983,23.047,23.047,77.0468,4,390,3.364,0.108234,6.49924,3861.69,4.95044,17.1736,39.538,1.62864
211,Clumpy,3,Clumpy_4,16.857,16.857,21.518,21.518,71.8548,2,685,0.447,0.0868918,11.4155,3733.45,5.98871,14.1926,1,1.61603
211,Clumpy,4,Clumpy_4,5.8195,5.8195,15.9513,22.189,80.4364,4,678,0.033,0.0879261,11.3787,3656.33,5.64876,16.9831,11.7185,1.6048
211,Clumpy,5,Clumpy_5,5.3,5.3,24.613,24.613,82.282,3,700,4.158,0.0769213,11.6665,3696.65,5.44384,15.8466,1,1.62907
212,Diffuse,1,Diffuse_1,59.849,59.849,,,0,0,129,0.456,0.464688,2.14982,5219.12,6.76855,8.64825,,1.33134
212,Diffuse,2,Diffuse_3,59.816,59.816,,,0,0,149,0.131,0.402101,2.48292,6389.63,6.65634,9.63154,,1.34757
212,Diffuse,3,Diffuse_5,59.856,59.856,,,0,0,122,0.051,0.48219,2.03289,4045.01,6.53246,10.1415,,1.33569
212,Diffuse,4,Diffuse_2,59.794,59.794,,,0,0,107,0.017,0.555792,1.78295,3447.49,6.57933,9.5226,,1.32903
212,Diffuse,5,Diffuse_3,59.837,59.837,,,0,0,131,0.135,0.460477,2.18293,4034.43,6.73658,9.70759,,1.35173
213,Clumpy,1,Clumpy_3,26.795,26.795,32.996,32.996,55.1856,1,393,26.895,0.0794082,6.54956,4448.63,5.50035,23.2922,,1.61832
213,Clumpy,2,Clumpy_2,6.861,6.861,23.0765,23.0765,77.0823,3,567,8.523,0.0890247,9.44874,3593.67,5.06508,25.3632,61.0328,1.60606
213,Clumpy,3,Clumpy_3,21.434,21.434,17.007,17.007,28.4042,2,372,25.802,0.0392776,6.2,4046.29,6.48687,21.6608,67.6018,1.6244
213,Clumpy,4,Clumpy_3,18.733,18.733,22.392,22.392,37.4085,2,383,23.631,0.0551702,6.38195,3958.81,6.1688,22.4517,47.2652,1.62538
213,Clumpy,5,Clumpy_5,3.101,3.101,56.757,56.757,94.8194,1,749,3.311,0.0736497,12.4829,3523.76,4.64002,23.7467,,1.63172
