condition,spatial,wiki,n,r_pearson,p_pearson,rho_spearman,p_spearman,p_fdr,fdr_significant
Clumpy,explore_dur_median_sd,seq_typing_entropy,72,-0.046147299300216195,0.7002930548350415,-0.05129112724135443,0.668735212405301,0.9622347318344081,False
Clumpy,exploit_dur_mean_mean,count_time,71,0.13593553846944326,0.25833370579216974,0.13905565543556758,0.2474623163607659,0.9068835643557314,False
Clumpy,exploit_dur_mean_mean,count_topic,71,0.011041844113747132,0.9271814937347764,0.04127849603647186,0.7325083789333462,0.9809282801167984,False
Clumpy,exploit_dur_mean_mean,count_typing,71,-0.13641906703383308,0.2566280850769921,-0.05298871124654588,0.6607527228468942,0.9068835643557314,False
Clumpy,exploit_dur_mean_mean,PC1,71,0.01814289520013718,0.8806276929087454,0.06538106839447345,0.5880168021920725,0.9784752143430504,False
Clumpy,exploit_dur_mean_mean,seq_typing_mean_run_explore,69,0.15219807054039683,0.2118686384317135,0.16129273139705172,0.18549996514880326,0.9068835643557314,False
Clumpy,exploit_dur_mean_mean,seq_typing_entropy,71,-0.16993152037875167,0.15654715823073026,-0.0034552165647567462,0.9771856284620182,0.9068835643557314,False
Clumpy,exploit_dur_mean_sd,count_time,71,0.1691310489900205,0.1585372092644359,0.17411965900679766,0.1464361843318544,0.9068835643557314,False
Clumpy,exploit_dur_mean_sd,count_topic,71,0.1433099949785327,0.23315017092347518,0.16238788697592882,0.1760501909056377,0.9068835643557314,False
Clumpy,exploit_dur_mean_sd,count_typing,71,-0.05167872907492818,0.6686441116008852,-0.0036691056096642073,0.9757737575026212,0.9585532739369533,False
Clumpy,exploit_dur_mean_sd,PC1,71,0.1387640308152873,0.2484649387144905,0.16113020933636713,0.17946689492580306,0.9068835643557314,False
Clumpy,exploit_dur_mean_sd,seq_typing_mean_run_explore,69,0.10518799691010834,0.3896874179069101,0.06366770171364725,0.6032519779931542,0.9068835643557314,False
Clumpy,exploit_dur_mean_sd,seq_typing_entropy,71,-0.0926020545433978,0.44243886950495626,-0.06730963142897488,0.5770307776343967,0.9068835643557314,False
Clumpy,exploit_dur_median_mean,count_time,71,0.12707927339883873,0.29093565573049546,0.126612498912701,0.2927258703399193,0.9068835643557314,False
Clumpy,exploit_dur_median_mean,count_topic,71,0.01862775294673919,0.8774618704894769,0.04432432065228979,0.7135932759970977,0.9784752143430504,False
Clumpy,exploit_dur_median_mean,count_typing,71,-0.13269973632425702,0.2699455076720742,-0.045769959279625134,0.7046747010316726,0.9068835643557314,False
Clumpy,exploit_dur_median_mean,PC1,71,0.022534054325175676,0.8520301899609584,0.06767837703003202,0.5749410487165775,0.9784752143430504,False
Clumpy,exploit_dur_median_mean,seq_typing_mean_run_explore,69,0.15061328331223148,0.21672158271003275,0.15054720497212046,0.21692561196147855,0.9068835643557314,False
Clumpy,exploit_dur_median_mean,seq_typing_entropy,71,-0.16487266802519154,0.16943973535803378,0.008118081637583811,0.9464295829379704,0.9068835643557314,False
Clumpy,exploit_dur_median_sd,count_time,71,0.1867272691785988,0.11894607980143204,0.19445813359512445,0.10416199928318813,0.9068835643557314,False
Clumpy,exploit_dur_median_sd,count_topic,71,0.13278207010530968,0.2696457773578884,0.1484376736802765,0.21667628085730836,0.9068835643557314,False
Clumpy,exploit_dur_median_sd,count_typing,71,-0.04741497347906056,0.6945742653214131,-0.006877439817184538,0.9546070307339095,0.9617182135219566,False
Clumpy,exploit_dur_median_sd,PC1,71,0.13522015827128522,0.2608712404031013,0.15371845446836066,0.2005851313133658,0.9068835643557314,False
Clumpy,exploit_dur_median_sd,seq_typing_mean_run_explore,69,0.10521738894416348,0.38955421881762126,0.0748525682309096,0.5410198227544307,0.9068835643557314,False
Clumpy,exploit_dur_median_sd,seq_typing_entropy,71,-0.09336460161459677,0.4386742375218148,-0.08225428171634507,0.4952759196178063,0.9068835643557314,False
Clumpy,pct_time_exploit_mean,count_time,72,0.07266317177341917,0.5441301386134388,0.03733643268287829,0.7555162526906046,0.9068835643557314,False
Clumpy,pct_time_exploit_mean,count_topic,72,-0.048329397104231786,0.6868400071143073,-0.09824673692362423,0.4116177336734521,0.9585532739369533,False
Clumpy,pct_time_exploit_mean,count_typing,72,-0.06891834684518056,0.5651279777680351,-0.1299536653587001,0.27658792209187194,0.927256804476917,False
Clumpy,pct_time_exploit_mean,PC1,72,-0.03104720229112478,0.7957154952602226,-0.07959351057223385,0.5063006694347796,0.9643538331354592,False
Clumpy,pct_time_exploit_mean,seq_typing_mean_run_explore,70,0.12110754705377089,0.31794198723277467,0.12044309793167503,0.3206240427748528,0.9068835643557314,False
Clumpy,pct_time_exploit_mean,seq_typing_entropy,72,-0.02899009525684953,0.8089857155747464,0.001367120042494552,0.9909064065630495,0.9643538331354592,False
Clumpy,pct_time_exploit_sd,count_time,72,0.1387548313739562,0.2450726028354972,0.1008715953768427,0.3991740275049359,0.9068835643557314,False
Clumpy,pct_time_exploit_sd,count_topic,72,0.12475485986018117,0.2964209785268635,0.15759170299442238,0.18613981489234224,0.9068835643557314,False
Clumpy,pct_time_exploit_sd,count_typing,72,0.08276446004980466,0.4894549359642376,0.07204557901968729,0.5475667825597141,0.9068835643557314,False
Clumpy,pct_time_exploit_sd,PC1,72,0.13763914793034593,0.2489251188796992,0.14678972889170155,0.2185357507702974,0.9068835643557314,False
Clumpy,pct_time_exploit_sd,seq_typing_mean_run_explore,70,-0.08156518639928735,0.5020577277190948,-0.1300504949719309,0.2832469389632181,0.9068835643557314,False
Clumpy,pct_time_exploit_sd,seq_typing_entropy,72,-0.09349421257026604,0.43471217221803,-0.029063363726913594,0.8085121186907095,0.9068835643557314,False
Clumpy,n_transitions_mean,count_time,72,-0.01510874134473163,0.8997593467152663,-0.041914575445080385,0.7266493135284956,0.9809282801167984,False
