ID,UserID,RunningName,Version,Mode,Date,SpatialSearchID,SpatialSearchClientStartTime,SpatialSearchClientEndTime,SpatialSearchSummaryStartTime,SpatialSearchSummaryEndTime,SpatialSearchBonusPayment
186,656f33480de6bb2a3b74fd40,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,209,07:52:34 | 06-05-2026,07:59:22 | 06-05-2026,07:50:23,07:59:17,1920
187,69b184dbb93ac525eedb7cf6,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,208,07:51:49 | 06-05-2026,08:00:10 | 06-05-2026,07:50:35,08:00:04,1673
188,67c869872204b85d6c4c0749,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,211,06:53:54 | 06-05-2026,07:00:20 | 06-05-2026,06:53:21,07:00:16,643
189,69d5baf91b5a6b4c16645bb7,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,212,07:54:30 | 06-05-2026,08:00:37 | 06-05-2026,07:54:02,08:00:34,512
190,69f9ce1076645e27d71ccc9f,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,213,12:56:54 | 06-05-2026,13:03:41 | 06-05-2026,12:55:51,13:03:33,1853
191,5fe672b9c3fd05cad8c51937,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,210,04:53:34 | 06-05-2026,05:04:51 | 06-05-2026,04:45:03,05:04:40,915
192,69fa081ed6e8dbe40e9f7791,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,214,13:00:43 | 06-05-2026,13:08:43 | 06-05-2026,12:59:18,13:08:37,1441
193,55b8d0bffdf99b0f2859fe73,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,215,08:02:48 | 06-05-2026,08:08:58 | 06-05-2026,07:47:50,08:08:52,2337
194,69e7ebff3900e7051bb24ae1,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,217,13:09:06 | 06-05-2026,13:15:10 | 06-05-2026,13:07:41,13:15:03,3045
195,607f0b70818fde7990b3992d,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,218,08:10:45 | 06-05-2026,08:17:09 | 06-05-2026,08:09:53,08:17:03,459
196,5b2a2d855b5c0900018b0bf5,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,219,13:13:21 | 06-05-2026,13:20:58 | 06-05-2026,13:12:13,13:20:52,3875
197,69f2fad6cada39ba351bdbe8,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,220,05:17:00 | 06-05-2026,05:23:10 | 06-05-2026,05:15:42,05:23:04,659
198,665b2efc3042735b842a170c,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,221,13:19:26 | 06-05-2026,13:26:04 | 06-05-2026,13:17:46,13:26:00,2306
199,69d553fbc43e8f89103012ec,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,222,05:20:34 | 06-05-2026,05:26:48 | 06-05-2026,05:20:06,05:26:44,2692
200,69f38d3a5d1042981ba878c1,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,223,08:22:40 | 06-05-2026,08:29:35 | 06-05-2026,08:21:32,08:29:26,589
201,69f9e2933749c861aa231f64,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,224,13:25:06 | 06-05-2026,13:31:13 | 06-05-2026,13:24:16,13:31:10,642
202,5a8185b8aa46dd00016b80d6,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,225,13:25:36 | 06-05-2026,13:32:47 | 06-05-2026,13:23:57,13:32:39,1241
203,6997605bad728beebddd763c,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,227,08:29:19 | 06-05-2026,08:36:39 | 06-05-2026,08:28:04,08:36:29,651
205,69f9151deac87fe85bb157db,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,230,13:32:00 | 06-05-2026,13:38:52 | 06-05-2026,13:30:29,13:38:36,684
206,678e8de7a59ec5bdb0ed9add,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,231,13:33:20 | 06-05-2026,13:39:51 | 06-05-2026,13:32:33,13:39:36,674
207,62b437a2dbff0b6b3d0121e4,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,233,13:34:29 | 06-05-2026,13:40:50 | 06-05-2026,13:33:52,13:40:47,2561
208,69e631a6f3302bd030bbffc7,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,232,07:33:12 | 06-05-2026,07:42:28 | 06-05-2026,07:30:54,07:42:17,582
209,69d5271e859ef91ce4b3147b,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,235,05:40:45 | 06-05-2026,05:49:27 | 06-05-2026,05:32:35,05:49:14,623
210,61335a3f7c7026ee86052445,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,237,13:49:19 | 06-05-2026,13:56:03 | 06-05-2026,13:47:11,13:55:38,728
211,69136e4b3e34fdf17247b0b3,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,236,08:49:18 | 06-05-2026,08:57:59 | 06-05-2026,08:48:23,08:57:54,2808
212,67bacfb90b624127a2d26627,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,228,13:29:19 | 06-05-2026,14:03:23 | 06-05-2026,13:26:08,14:03:01,638
213,5b14161e30d562000155e871,Wikipedia_Exp_14.04,Wikipedia_Exp_20.04,Real,06-05-2026,239,14:24:26 | 06-05-2026,14:31:36 | 06-05-2026,14:23:48,14:31:31,2464
